-0.0149667567653641+0.0159430353944467i,-0.0151310543255275+0.0158669133200511i,-0.0152607555074369+0.0157256845063889i,-0.0154103884075983+0.0156239550630846i,-0.0155093687073527+0.015500579127107i,-0.0156934388553211+0.0153827952491324i,-0.0158017412163773+0.0152879684196409i,-0.0159298356453583+0.0151806726631911i,-0.016065397726917+0.0150585163851221i,-0.0161711779798762+0.0149540179925923i,-0.0163015266610098+0.0148221951380194i,-0.0164037967245354+0.0147253611283084i,-0.0165218401923027+0.0146246457173144i,-0.0166417291948599+0.0145114877023798i,-0.0167315393556331+0.0143948736954059i,-0.0168470995443558+0.0143073627653896i,-0.0169536304446126+0.0142060705899909i,-0.0170324603901586+0.0141121068469356i,-0.017148880623676+0.0140151356924231i,-0.0172467280760606+0.0139010455749187i,-0.0173345643489636+0.0138151268290113i,-0.0174076804115686+0.0137176065123755i,-0.0175100963486519+0.013619364013268i,-0.0175907020400404+0.0135397840747117i,-0.0176785583733527+0.013446064418708i,-0.0177619599760366+0.0133678826207444i,-0.0178346547334662+0.0132900128811971i,-0.0178871911127518+0.0131881223573951i,-0.0179740373363393+0.0131002858426128i,-0.0180421153276594+0.0130340345406909i,-0.0181347175225766+0.0129446633700848i,-0.0181866854711828+0.0128910669300066i,-0.018249076886533+0.0128000836283656i,-0.0182945575681521+0.0127308628885617i,-0.0183836672332498+0.0126628537411085i,-0.0184126698950563+0.012593636061861i,-0.0184722924693052+0.0125310381654154i,-0.018511049576646+0.0124596406975383i,-0.0185545464900626+0.0123985579990881i,-0.0186189991180612+0.0123409826025618i,-0.0186576007868775+0.0122947534551123i,-0.0187068797269152+0.0122123023397898i,-0.0187359089168618+0.0121660497484477i,-0.0187853495066012+0.0121348973651984i,-0.0188098420123464+0.01206986173188i,-0.0188746820197031+0.012017185270053i,-0.0189139541482655+0.0119679135735654i,-0.0189441914002144+0.0119362027531643i,-0.0189671435395595+0.0119000745970417i,-0.0190001177847806+0.0118655087405353i,-0.0190034210664829+0.0118390613251587i,-0.0190267589985384+0.0118117415299279i,-0.0190545744679294+0.0117632406346689i,-0.0191003496344436+0.0117276521123659i,-0.0190979001324292+0.0117187008278419i,-0.0191167811884405+0.011687564535566i,-0.0191372568653056+0.011673167299855i,-0.0191420932565948+0.0116481482533671i,-0.0191713679181006+0.0116568293977606i,-0.0191442245831579+0.0116293621577578i,-0.0191587371357877+0.0115987096711943i,-0.0191822387273069+0.0115940556189387i,-0.019183476239423+0.0115998204566229i,-0.019169644149268+0.0115712327227669i,-0.0191861194451478+0.0116072087271753i,-0.019173537180317+0.0116053360235357i,-0.019174809179754+0.0115902003204094i,-0.0191787168490043+0.0115992192049298i,-0.0191908438281751+0.0116069397607196i,-0.0191756443632275+0.0116241856606568i,-0.01915793804028+0.0116455655990026i,-0.0191394315349454+0.0116655786751143i,-0.0191122781714796+0.0116717336991417i,-0.0191083294805262+0.0116887530005105i,-0.019091924756765+0.0117226827876635i,-0.0190482373326291+0.0117437959559777i,-0.0190497717336304+0.011762606832361i,-0.0190497976630716+0.0117935014705034i,-0.0190063564543848+0.0118214041113187i,-0.0190061245511258+0.011861355679341i,-0.0189636786638703+0.0119026641642459i,-0.0189186435354049+0.0119195409227694i,-0.018904884733328+0.0119961957219954i,-0.0188697739053699+0.012042353715571i,-0.0188432923106202+0.01207053215615i,-0.0187992060138639+0.0121442831314307i,-0.0187347440458036+0.0121759199787786i,-0.0187131907445876+0.0122220374815576i,-0.0186818048020265+0.0122894818333054i,-0.018626384568501+0.0123502734188269i,-0.0185496757558668+0.0123943255171204i,-0.0185361724976043+0.0124723784587339i,-0.0184717582724795+0.0125099922194387i,-0.018405690817065+0.0125927428026958i,-0.0183485763159361+0.0126572685422732i,-0.0182987027769129+0.0127273021813981i,-0.0182479095674447+0.0128032143568188i,-0.0181800280220336+0.0128532123608345i,-0.0181062555556678+0.0129327724096198i,-0.0180522562438213+0.0130246823577193i,-0.0179819673147584+0.0131173021994248i,-0.0178925827001079+0.0131888449028222i,-0.0178226989901028+0.0132812105674669i,-0.0177598448881538+0.0133452506780527i,-0.0176709595671991+0.0134590462582915i,-0.0175833952811265+0.013527148786496i,-0.0174938554825456+0.0136367305579544i,-0.0174231484319896+0.0137150271801707i,-0.0173377520718117+0.0137919128160654i,-0.0172484239118186+0.0139207717309554i,-0.0171481093131366+0.014003381696744i,-0.0170300771347442+0.0141263831809846i,-0.0169513419028432+0.0141881547767263i,-0.0168458017712332+0.014323658227496i,-0.0167229334992914+0.0144067391966766i,-0.0166608560014976+0.0145278308487354i,-0.0165228622633789+0.0146269684515609i,-0.0164018804711706+0.0147423904508393i,-0.0162912628128706+0.0148485743716546i,-0.0161784476971831+0.0149648913604931i,-0.0160534222380308+0.0150674014303062i,-0.0159475471012311+0.015144671203416i,-0.0158084006326719+0.015272051286537i,-0.0156751205222513+0.0153968405560357i,-0.0155331036961792+0.0154993527679487i,-0.0154120324885425+0.0155877049671924i,-0.015270006126714+0.0157142173069917i,-0.0151374839288422+0.0158403427569037i
-0.0243185344662949+0.00860532803367681i,-0.0244202388229205+0.00840748906985622i,-0.0244768402397172+0.00820596702731455i,-0.0245729181492062+0.00800826098466164i,-0.0246688650152737+0.00781019678468114i,-0.0247348382265685+0.00762112853463081i,-0.024816702137418+0.00742978904563207i,-0.0248889964804837+0.00725011789037439i,-0.024972103833744+0.00703076529486664i,-0.0250193819224066+0.00687006336712601i,-0.0250760195509685+0.00670973628429498i,-0.0251586460917324+0.00652697369054783i,-0.0251990566717692+0.00635486711691083i,-0.0252598046271954+0.00618138509739381i,-0.0253158714244989+0.00601546243082481i,-0.0253685659829877+0.00584789930077406i,-0.0254192883209175+0.0056901970313362i,-0.025462095048141+0.00553911728295399i,-0.0255132837230581+0.00536498064165665i,-0.0255604994383996+0.00521977192225297i,-0.0256070044025478+0.00506371532872602i,-0.0256185532916746+0.00492443208294883i,-0.025661179954436+0.00478567251897783i,-0.0257075066922399+0.00465999978343348i,-0.0257289776109462+0.0044997406138896i,-0.0257668410418436+0.00435320677235555i,-0.0258259557699719+0.00423032324478665i,-0.0258429313031117+0.00410364882734197i,-0.0258832162220256+0.00398431978975989i,-0.025895912616253+0.00385888506163278i,-0.025917399429974+0.00375898850600001i,-0.0259442460742958+0.00361803349784498i,-0.0259803901258854+0.00351017711117583i,-0.0260033408207062+0.00339105896342843i,-0.0260271073209994+0.00330147980263491i,-0.0260379346456095+0.00318478543216711i,-0.0260410857482342+0.00309599542599181i,-0.0260628026438379+0.00300933700070136i,-0.0261105108939478+0.00290503941554658i,-0.026111339809378+0.00283602329489572i,-0.0261224012154538+0.00274178682269632i,-0.0261324770408747+0.00267167910282994i,-0.026151198651831+0.00258934806237191i,-0.0261601354603721+0.00250633562910252i,-0.0261762899897073+0.00243292552809601i,-0.0261850818270197+0.00236076428372434i,-0.0262096705986672+0.00231317253955171i,-0.0262058560480655+0.00221115437725013i,-0.026201206859839+0.00218057123177802i,-0.0262176020918297+0.00213900229224026i,-0.0262314207392246+0.00207792749522893i,-0.0262337254296518+0.00202601467737138i,-0.0262383226060201+0.00198911156549907i,-0.0262532931558601+0.0019407539767584i,-0.0262554003330126+0.00190500310860435i,-0.0262550096828969+0.00188851872608012i,-0.026252770143101+0.00186135979683649i,-0.0262777671282273+0.00183108431796783i,-0.0262658189034874+0.00179888002933617i,-0.0262685357165821+0.00178638872665675i,-0.0262644543268229+0.00175484001706246i,-0.0262682220037321+0.00175269761961737i,-0.0262955429894511+0.00173166423846499i,-0.0262847478533163+0.00173449963210318i,-0.0262837072971502+0.0017227805308612i,-0.0262843653098173+0.00173003700399895i,-0.0262773866098253+0.0017431690862857i,-0.0262743565250669+0.00176117715368343i,-0.0262727167978649+0.00176403174087873i,-0.0262884378698997+0.00180983774284508i,-0.026286813577147+0.00178945304553713i,-0.0262629096378227+0.00182472781934319i,-0.0262576279671481+0.00184176993855105i,-0.0262620339731089+0.00187715726657919i,-0.0262511575943966+0.00190980166954993i,-0.0262314408630532+0.00193026770539436i,-0.0262401654153437+0.00199581564051919i,-0.026246757160505+0.00202663772844621i,-0.0262141731025941+0.00209073544009333i,-0.0262351345488914+0.00215043249133921i,-0.0262160062214605+0.00219818362252746i,-0.0261984939278021+0.00223747879775406i,-0.0262014674762266+0.0023239873853972i,-0.0261863591861429+0.00237559597136603i,-0.026164894916977+0.00240866712463413i,-0.0261612281125065+0.00248836290352781i,-0.0261528387087251+0.00259507681931879i,-0.026126469343836+0.00265474800277185i,-0.0261152709911047+0.00273556646765842i,-0.0261044545465022+0.00279914144214737i,-0.0260782600046659+0.00292014211990524i,-0.026079583669829+0.0029876378738123i,-0.0260573886294664+0.00308338738837047i,-0.0260341777779522+0.00320516324521577i,-0.0260261839109223+0.00329051252908796i,-0.0259901242541252+0.00340080517777863i,-0.0259611948971609+0.00352216332242253i,-0.0259467914536262+0.00362464567007354i,-0.0259230986153115+0.00374239817084613i,-0.0258812267098708+0.00387333435149506i,-0.025858550949637+0.00395987841618245i,-0.0258322332269252+0.00411451845633501i,-0.0258202513238544+0.00424161732334626i,-0.0257504129728696+0.00437681442772529i,-0.0257524284586922+0.00449578102531073i,-0.025702358871279+0.00463593715418399i,-0.0256623008724036+0.0047775690442672i,-0.0256325271379238+0.00491708757955667i,-0.0255801814278274+0.00506897206491578i,-0.0255645511362832+0.00520696977294436i,-0.0254951937995692+0.0053826776900694i,-0.0254529442233532+0.0055453936729286i,-0.0254128158709601+0.00569828917500736i,-0.0253743463412872+0.00585677263355004i,-0.0253094344187752+0.00601141694561451i,-0.0252538637924301+0.00620295073673675i,-0.0252168635191205+0.00637142112516086i,-0.0251454625672896+0.00652031628178595i,-0.0250937115251968+0.00671447883049891i,-0.0250159896715825+0.00688852290864777i,-0.0249572939743237+0.00706376028850112i,-0.0248579567335021+0.00726373822317441i,-0.0248095840912509+0.00743614322261091i,-0.0247292603161759+0.00764165672858047i,-0.024655606024687+0.00783735810281355i,-0.0245863420601739+0.00801783787389106i,-0.0244925192532599+0.00820289560265345i,-0.0244149632201702+0.00840498301634093i
-0.0281062156297725-0.00426759501706894i,-0.0280793696357024-0.00451158526421399i,-0.0280736717224581-0.00476335258016786i,-0.0280333705902299-0.00497716232077654i,-0.0280225520086508-0.00520729392706315i,-0.0279733909444191-0.00542593454765306i,-0.0279445763584355-0.00565423343615087i,-0.0279259933644899-0.00587817652286133i,-0.0279023261158983-0.00606981780708798i,-0.027865011950304-0.00630294781973452i,-0.0278356428991806-0.00650393948231857i,-0.0277955663032692-0.00670999133467608i,-0.0277639487184973-0.00691712169296912i,-0.027733481444955-0.00710959556507757i,-0.0276681819113972-0.0072716478783881i,-0.0276575637449633-0.00747590735574568i,-0.0276124577771044-0.00764249776819358i,-0.0275536719544324-0.00781881405635163i,-0.0275348329971499-0.00801729287621544i,-0.0274986280314052-0.00818245595305612i,-0.0274631376888188-0.00835316729507042i,-0.027419813529913-0.00852820104438079i,-0.0273897361186732-0.00868472069588174i,-0.0273229420393566-0.00882054449093974i,-0.027288585052426-0.0089589522728779i,-0.0272826960654041-0.00911706888683499i,-0.02721341567279-0.00926708144899242i,-0.0271887328324266-0.00939956790014315i,-0.0271625205668659-0.00954820726433924i,-0.0271074288696619-0.00967657019217866i,-0.0270710403686665-0.00981446176419186i,-0.0270411781866813-0.00992297775642394i,-0.0269964818325256-0.010042114734795i,-0.0269791226514881-0.0101547380936223i,-0.0269428494531945-0.0102754713613331i,-0.0269062527425473-0.0103898475216035i,-0.0268787951963766-0.0105041373511238i,-0.0268251325599386-0.0105974477471711i,-0.0267860500504491-0.0106913778598047i,-0.0267709486142464-0.0108104089706308i,-0.0267473761401686-0.0109001080332069i,-0.0267254221538245-0.0109541736805053i,-0.0266687573612859-0.0110487546666073i,-0.0266615840873605-0.0111453478569854i,-0.0266265761480953-0.0111985328900493i,-0.0266273779474999-0.0112691494728047i,-0.0265939536544286-0.011354161533371i,-0.0265670571959544-0.0114177637893916i,-0.0265376143078013-0.011475147751066i,-0.0265303198479735-0.0115268203875627i,-0.0265083179058446-0.0115631777383007i,-0.026477034655125-0.011606455586609i,-0.0264733332698173-0.0116695667497459i,-0.0264595884236175-0.0117011275194514i,-0.0264318668695436-0.0117587666812177i,-0.0264370524645983-0.011765234522733i,-0.026434367594484-0.0117968985632738i,-0.0264186503116084-0.0118386747779531i,-0.0264053761715662-0.0118611687022646i,-0.0263848382926876-0.0118696889702215i,-0.0263928748869649-0.0118869276932445i,-0.0263900406118928-0.0119102837245691i,-0.0263670214022186-0.0119311617786366i,-0.0263838987865566-0.0119314851506395i,-0.0263406385228453-0.0119274650533917i,-0.0263873727965203-0.0119325214015765i,-0.0263786954161607-0.0119489847861291i,-0.0263898747436544-0.0119129557675855i,-0.0263928885419463-0.0118878428002409i,-0.026377416386351-0.0118623122077663i,-0.0263705648102364-0.0118715359610023i,-0.0263912686580268-0.0118602070391531i,-0.0263977631903696-0.0118183507923455i,-0.026413763463914-0.0117703545940174i,-0.0264501194233735-0.0117426218863186i,-0.0264401824356567-0.011708998587186i,-0.0264539483428555-0.0116523165253825i,-0.0265003809296943-0.0116270289567459i,-0.0265011365066878-0.0115691679578281i,-0.0265505261237289-0.0115170001508507i,-0.0265477214298531-0.0114651324355501i,-0.0265659011612425-0.0114117770248385i,-0.0265746538273623-0.0113420572093905i,-0.0265967106659923-0.0112837746426538i,-0.026659096970759-0.0112046309912999i,-0.0266700159752254-0.0111154325886754i,-0.0266902236433799-0.0110486171806488i,-0.0267076801657528-0.0109617541067389i,-0.0267451961329281-0.0108775674767384i,-0.0267695313380118-0.0108007930970241i,-0.0268172956621513-0.0106816458022976i,-0.0268087323532265-0.0105805046719314i,-0.0268601070347078-0.0104705000957989i,-0.0269051944028549-0.0104081989042098i,-0.0269552008154345-0.0102680651248982i,-0.0269727246055401-0.0101501688210069i,-0.0270189542215971-0.010058560173838i,-0.0270502186821327-0.0099335225569766i,-0.027073616576928-0.00981362447300727i,-0.027115229907203-0.00968119516494711i,-0.027161400240997-0.00953221983092096i,-0.0271914370788116-0.00940671853607425i,-0.027235942713908-0.00928028322753073i,-0.0272927489886778-0.00911689402776481i,-0.0272996516479209-0.00898342927456497i,-0.0273361718459131-0.00882717918413203i,-0.0273770703344495-0.00867668505980483i,-0.0274368584418509-0.00851190999773063i,-0.0274430513578654-0.00834936030071225i,-0.0275030099329697-0.00817831964862595i,-0.0275289627652084-0.00801357738419718i,-0.027584692925535-0.00784934555369191i,-0.0275939894155674-0.00765667519763489i,-0.0276561802480449-0.00749573970341279i,-0.0276907296920274-0.0072823297892232i,-0.0277192872631239-0.00709798925817971i,-0.0277447366594455-0.00692272089211338i,-0.0277983021489003-0.00670514457252031i,-0.0278345194035027-0.00649833887994175i,-0.0278625654606319-0.00630584691240774i,-0.0278970140363044-0.00609976394869531i,-0.0279196619623152-0.00587226809454637i,-0.0279612412718083-0.00564101457983831i,-0.0279927747737749-0.0054387988574883i,-0.0280083429401155-0.00518404547788248i,-0.0280287904194981-0.00495099535815387i,-0.0280862482386763-0.00472639405057242i,-0.0281038548590882-0.00450048716531496i
-0.0234792805122661-0.018109901879547i,-0.0233467668239742-0.0182953848325658i,-0.0232125686541118-0.0185066103123545i,-0.0230607483673113-0.0187056707558877i,-0.0228969391452701-0.0189239164584088i,-0.0227805793376692-0.0190854858048733i,-0.0226211031668341-0.019270469712495i,-0.0224975399804923-0.0194591209577992i,-0.0223519243895342-0.0196284660863395i,-0.0222181914997383-0.0198151179624918i,-0.0220800545605024-0.019998035806413i,-0.0219130884947909-0.020154875313829i,-0.0217846813448166-0.0203087733645839i,-0.0216983401124555-0.0204574861096647i,-0.0215454438920623-0.0205968037384469i,-0.0214185884927768-0.0207887787676068i,-0.0212800804718227-0.0209332040370115i,-0.0211653425071216-0.021066279129015i,-0.0210448754667552-0.0211932495157419i,-0.0208976658745619-0.0213353038976154i,-0.020787428068778-0.0214665987992612i,-0.0206808875632428-0.021614161628318i,-0.0205622430775012-0.0217142469025881i,-0.0204475565681702-0.0218478737696025i,-0.0203246645900179-0.0219567974199212i,-0.0202354896925572-0.0220850697781387i,-0.0201042004284787-0.0221868572365592i,-0.0200128067149342-0.02229331076748i,-0.0199018149667073-0.0223960112424543i,-0.0198138944078559-0.022485574167894i,-0.0197178271585148-0.022597273931013i,-0.0196004965304363-0.0226936057415789i,-0.0195008268990397-0.0227769358041471i,-0.019406015255246-0.0228676596252362i,-0.019316752059789-0.0229462762287507i,-0.0192553227285082-0.0230202841116625i,-0.019156555939985-0.0231076737144178i,-0.0190851026104862-0.0231933826894958i,-0.0189967631775298-0.023262578435153i,-0.0189211834886437-0.0233209437440437i,-0.0188607041767694-0.023400756950507i,-0.0187661212158128-0.0234542062396279i,-0.0187113056832106-0.0235337831334348i,-0.0186459679183073-0.0235729920036152i,-0.0185958396490298-0.0235864411712314i,-0.0185243359821655-0.0236744299487967i,-0.0184787513601901-0.0237307795849872i,-0.0184164884902602-0.0237651327874672i,-0.0183731049134755-0.0238054901580742i,-0.0183299378424477-0.0238601593857738i,-0.0182540964734025-0.0238824270321822i,-0.0182331688437929-0.0239316393319833i,-0.0181930454461177-0.0239605691035285i,-0.0181564762728508-0.0239969148861458i,-0.0181237994022028-0.0240264242694728i,-0.0180995617154383-0.0240519974105668i,-0.0180830875890947-0.0240923030217041i,-0.018029214591306-0.0240664261110698i,-0.0180395169104886-0.024117123978608i,-0.0180082593446216-0.0241299283804982i,-0.0179826205567894-0.0241295768249371i,-0.0179915537331791-0.0241502136653269i,-0.0179872753681265-0.0241329197711029i,-0.0179669400264998-0.0241311050192307i,-0.0179656547725739-0.0241516743336616i,-0.0179490717051782-0.0241532163974337i,-0.0179772978331848-0.0241564940327359i,-0.017972993148469-0.0241372423365703i,-0.0179919760394214-0.0241174769537515i,-0.0179943340675548-0.0241254505288236i,-0.018000409237671-0.0241058602271129i,-0.0180331131620091-0.0240738635921208i,-0.0180821917462352-0.0240752822537516i,-0.0181006187570117-0.024012765239594i,-0.0181234414510092-0.0240080955150553i,-0.0181609701173356-0.0239899593332345i,-0.0181959097648149-0.0239544640910385i,-0.0182406590372233-0.0239322101757685i,-0.0182774793930463-0.0238901226013456i,-0.0183326400693337-0.0238465315633249i,-0.0183899111119145-0.0238282379179536i,-0.0184278345758037-0.0237808442322897i,-0.0184833895520618-0.0237347472836821i,-0.0185261587442672-0.0236731246592028i,-0.0186012692157195-0.0236262699696812i,-0.0186591279621532-0.0235735512154205i,-0.0187148451738711-0.0235172518378405i,-0.0187600479275886-0.0234488824081833i,-0.0188556894931647-0.0234018084553437i,-0.0189421633362704-0.0233349131214217i,-0.0189832637733527-0.023259011241089i,-0.0190805027095136-0.0231867949171578i,-0.0191456864870095-0.0231184404222002i,-0.0192497005373214-0.0230211303007377i,-0.0193493719630898-0.022936627651736i,-0.0194196443839382-0.0228434851556677i,-0.0195115284446216-0.0227829051288165i,-0.0196066851389888-0.0227000806512607i,-0.0197050402897544-0.0225814586394227i,-0.0198285107843704-0.0224841527141402i,-0.01991137401269-0.0223949397484397i,-0.0199867749825202-0.0222860461842449i,-0.0201193302088294-0.0221807542751446i,-0.0202167075422048-0.022068246024116i,-0.0203452784129353-0.0219423541199449i,-0.0204444787153861-0.0218221479878681i,-0.0205765179680592-0.0217057210995206i,-0.0206769933230914-0.0215755958055819i,-0.0207946201124725-0.0214506278636628i,-0.0209158737721904-0.0213418233431046i,-0.0210365203590405-0.0212085846615037i,-0.0211501659464028-0.0210720110601358i,-0.0212716680552698-0.0209143100765675i,-0.0214065367343026-0.0207865603118971i,-0.0215180484663674-0.0206171661846941i,-0.0216771384852454-0.020482650525576i,-0.0217924057792139-0.0202959106948258i,-0.0219627654197027-0.0201733181253225i,-0.0220720794510057-0.019983356518566i,-0.0222164519574602-0.0197948740779927i,-0.0223383477139564-0.0196242838401229i,-0.0224794912805674-0.0194673408345811i,-0.0226489129123166-0.0192855612451242i,-0.0227806676515676-0.0191176120803461i,-0.022922796882353-0.0188988007740258i,-0.0230397104285355-0.0187104152349019i,-0.023196794401193-0.0185007748897574i,-0.0233435638483486-0.0182990590153325i
-0.0112172068598075-0.0271569926471399i,-0.0109810112851091-0.0272771607694896i,-0.010754583882157-0.0273647130745581i,-0.0105536181062847-0.0274400341851904i,-0.0103288479564107-0.0275387119004101i,-0.0101108089828146-0.0276677130981485i,-0.00989401492986426-0.0277282068930649i,-0.00967067553667123-0.0278205724576381i,-0.00945633317725461-0.0278852421149745i,-0.00925702391011791-0.0279887067724843i,-0.00906171589866034-0.0280617834160399i,-0.00886709872046874-0.0281406562898643i,-0.00868262309284539-0.0282028442170247i,-0.00847954725222061-0.0282698924998058i,-0.00829462676963348-0.0283423549593163i,-0.00809794205162322-0.0284107946710335i,-0.00792614410793992-0.0284708530973224i,-0.00772668665037194-0.0285079384410303i,-0.00757154120432174-0.0285786366995448i,-0.00739895737209372-0.0286310274992248i,-0.00722207417501826-0.0286828693498833i,-0.00705071337810887-0.028729494486683i,-0.00688229995862806-0.0287628840342764i,-0.00673947428384702-0.0288365984374743i,-0.00657628408759939-0.028877736621904i,-0.00644236941303918-0.0289238071233261i,-0.00628117028410064-0.0289455804797182i,-0.00613875174886299-0.0289672360354048i,-0.00597963883551903-0.0290204130053524i,-0.00585860222536814-0.0290584750851145i,-0.00572944266039465-0.0290876423183054i,-0.0056020817692951-0.029124875975329i,-0.00546084770519418-0.0291377179482989i,-0.00536235034315567-0.0291777045492673i,-0.00521107690615865-0.0292045094408654i,-0.00510312321907429-0.0292168372440843i,-0.00500927280864206-0.0292534250526502i,-0.00491160958315958-0.0292810327963544i,-0.00478992154963494-0.0293323005787259i,-0.0046900733704336-0.0293306996570413i,-0.00457920359027696-0.0293378898695194i,-0.00451719550139178-0.0293780896134895i,-0.0044148838972778-0.0293768118577484i,-0.0043374835859785-0.0294009003778003i,-0.00427195617525274-0.0294218837951191i,-0.00417866226813103-0.0294194033999811i,-0.00413546676915118-0.0294237856251606i,-0.0040560180762296-0.0294594811454085i,-0.00397983261473375-0.0294745899384414i,-0.00391358354109454-0.0294842857057402i,-0.00384925835117928-0.0294967364119062i,-0.00380369948087246-0.0295023554025204i,-0.00374822475744943-0.0295074358957947i,-0.00369669798197811-0.0295270323844265i,-0.00367346920884806-0.0295217335681762i,-0.00361069778567259-0.0295210446309548i,-0.00358386611510792-0.0295286131055127i,-0.00357174496868589-0.0295317543564385i,-0.00355384522947113-0.029550274038963i,-0.00351849393657667-0.0295452095746846i,-0.00352684407891494-0.0295517955143448i,-0.00348447384866415-0.0295708989995738i,-0.0034920779641248-0.0295533939452725i,-0.00347824186440817-0.0295654000756547i,-0.00348264167521775-0.0295458118541796i,-0.0034858471518379-0.0295633325753972i,-0.00347368695524054-0.0295679891024991i,-0.00347276514956003-0.029551594283482i,-0.00348748177438086-0.0295423691432619i,-0.00349821396912476-0.0295565248130997i,-0.00354381007484797-0.0295594923388333i,-0.00355078928251749-0.0295299703970102i,-0.00361084167566061-0.0295480110305448i,-0.00364973271959597-0.0295372110731718i,-0.00365016038595542-0.0295217301482568i,-0.00371783024171177-0.0295295163820968i,-0.00377362258028747-0.029504189697965i,-0.00381201246076602-0.0295101979829907i,-0.00386993160787747-0.0295064657554616i,-0.00390796719650899-0.0294716707443836i,-0.00395893551334099-0.0294563092308123i,-0.00404842265600813-0.0294512479850685i,-0.00410794007111688-0.0294358913016321i,-0.00415783970477758-0.029413068167626i,-0.00425859763405412-0.0294279815403581i,-0.00431410445768219-0.0293943722197208i,-0.00443123339443885-0.0293821256045423i,-0.00449824194317753-0.02935008490864i,-0.00460275994743241-0.0293422693341897i,-0.00469310708044771-0.0293255101282648i,-0.00480270972764151-0.0293193619459805i,-0.00488177850078293-0.0293082741140295i,-0.00502502369913024-0.0292600254505664i,-0.00513036700305598-0.0292385632326315i,-0.00523674553786274-0.0292043416671987i,-0.00535738053880846-0.0291718447072815i,-0.0054691439932221-0.0291574415913464i,-0.00558553099175909-0.0291167965717618i,-0.00573516313115078-0.029100750562667i,-0.0058722579030171-0.0290683658837605i,-0.00601665339516574-0.0290118531729804i,-0.00614607072827678-0.0289848300936083i,-0.00627602650870177-0.0289265170044878i,-0.0064221812800921-0.0289295815782163i,-0.00658820248330846-0.02885972604353i,-0.00673738618426204-0.028823997111211i,-0.00689758957689218-0.0287876992139808i,-0.0070619768234708-0.0287259034145226i,-0.00722915079946707-0.0286821438980074i,-0.00739413517044895-0.0286262187388496i,-0.00756665931631469-0.0285851111996795i,-0.00773854877330005-0.0285026272417851i,-0.00792361566015129-0.0284664281264367i,-0.00808595983153517-0.0284265137964348i,-0.00826551677364596-0.0283331054210647i,-0.00847853261837845-0.0282554638347622i,-0.00866502343444005-0.0282096151454476i,-0.00885246863694246-0.0281175187675733i,-0.00905305575872617-0.0280619628980237i,-0.00926249363256084-0.0279716801027221i,-0.00947462824218233-0.0279174542019087i,-0.00967552042604725-0.0278117454969844i,-0.00989609336294831-0.0277294327137357i,-0.0101128493356648-0.0276485550963906i,-0.0103295148079525-0.0275208714867154i,-0.0105302551589562-0.0274431590599937i,-0.0107471574320772-0.0273480884504215i,-0.01098729308778-0.0272602902877886i
