0.0256197114114904-0.00158108889297105i,0.0256089642226159-0.00148189856943712i,0.0256293975979565-0.00144925354381102i,0.025626519718279-0.00137861713378494i,0.0256709515398868-0.00133120309551243i,0.0256269875625104-0.00127983924807532i,0.0256555226314754-0.00120722545625837i,0.0256610343173168-0.00114885104868678i,0.0256558846284085-0.00110716948165125i,0.0256773607623179-0.00104972273228666i,0.0256711502564546-0.00102155206562062i,0.0256899379862667-0.000960401641297555i,0.0256899097513946-0.000905197733597289i,0.0256850311944387-0.000864556149884169i,0.0257072643757811-0.000829543474152775i,0.0257008179809496-0.000767652439637237i,0.0257005087145124-0.000721817793402542i,0.0257250454270526-0.000670978919553981i,0.0257091738191058-0.000625519377398044i,0.0257090936272907-0.000599597104480897i,0.0257162796069158-0.000547966838083153i,0.0257354768016313-0.000510445295497787i,0.0257227007636856-0.000476195583001857i,0.0257290968417647-0.00042587418788348i,0.0257256389383889-0.000392323371631728i,0.0257240667481029-0.000345904311977206i,0.0257306662103241-0.000301880347597635i,0.025754922157704-0.000284620664349231i,0.0257423991155624-0.000256085630404018i,0.025746207330701-0.000208778040014637i,0.0257230859335066-0.000187435825205868i,0.0257382243128272-0.000133196105396891i,0.0257405950432604-0.000119251076284277i,0.0257575619391522-8.6480817719045e-05i,0.0257286142009963-5.54647185481001e-05i,0.0257575160165059-2.86502532839137e-05i,0.0257535679337096+1.76459618646523e-06i,0.025768282039317+2.03352188111122e-05i,0.0257760789922968+4.61517239275708e-05i,0.0257607680223071+7.23834219665205e-05i,0.0257691801315847+0.000106847037026143i,0.0257648105905791+0.000101953111873379i,0.0257786090795288+0.000130101869773562i,0.0257699362492714+0.000170175684362053i,0.0257841725130288+0.00017317273384061i,0.025756042328589+0.000185318010810794i,0.0257514802223662+0.000197640603778271i,0.0257539714269683+0.000224281031163943i,0.0257617834921391+0.000243246391604347i,0.0257576255793136+0.000260502523627185i,0.0257812061959439+0.000282592656152073i,0.0257828342132595+0.000300513929577068i,0.0257780802684281+0.000293946452816932i,0.0257534747561947+0.000296973386427748i,0.0257752136199744+0.000323310134566446i,0.0257737522266117+0.000324125836668085i,0.0257688361165427+0.000338336781150513i,0.0257777078036507+0.000338575158053279i,0.0257602973380581+0.000369156855617592i,0.0257974675875004+0.000360228009190704i,0.0257911502586003+0.000344747288030273i,0.0257740167785919+0.000351894721365i,0.0257773238287826+0.000366087928279628i,0.0257938794773499+0.000342553423518363i,0.025778308262412+0.000380206304069883i,0.0257899756375347+0.000376633720711849i,0.025785969263878+0.000356421789895122i,0.0257775062024347+0.000356989316553067i,0.0257590002607583+0.000352885413075824i,0.0257659936228537+0.000354936593892981i,0.0257736621170474+0.000357755209926474i,0.0257802934700972+0.00035584483415249i,0.0257937277497139+0.000336719571161799i,0.0257821058124017+0.000325107868891162i,0.0257810797491205+0.000327062883528978i,0.0258054666172992+0.0003128652915143i,0.0257827512911919+0.000293038039992942i,0.0257596524829379+0.000281976648568903i,0.0257781162978239+0.000264615675880478i,0.0257514527614447+0.000256007222721138i,0.0257650706714773+0.000245471322788658i,0.0257793298404892+0.000207232250876293i,0.0257603483144405+0.000225513576404524i,0.0257607371253865+0.000210055148169211i,0.0257504967730574+0.00017338981681386i,0.0257558420403434+0.000179086181116137i,0.0257795238469098+0.000139475013214583i,0.0257582369190184+0.000111169466003729i,0.0257447007580691+0.000101035049476081i,0.0257530943487797+8.11124230890753e-05i,0.0257806484725619+4.13361122779688e-05i,0.0257428446616853+3.24686768921124e-05i,0.0257537742935477-1.99066788889795e-05i,0.0257641536940626-3.01897136441379e-05i,0.025763349965851-6.17168302464098e-05i,0.0257530476320056-9.07289823419576e-05i,0.0257413791189353-0.000116828176066327i,0.0257444841693669-0.000171778692903848i,0.0257511357495095-0.000200074806462719i,0.0257356394914466-0.000218898051515162i,0.0257340272233309-0.000239856707947359i,0.0257490734427912-0.000284704949887378i,0.0257421493850292-0.000311508672264132i,0.0257256935946988-0.000369381221397231i,0.0257327335951004-0.000380205222730793i,0.0257358833037293-0.00043939165111892i,0.0257384049423392-0.000459729450156089i,0.0257194554568012-0.000513943020826722i,0.025712521672985-0.000572116961756746i,0.0257068104409942-0.000580824504830896i,0.0257093403840092-0.000638244094791841i,0.0257268062834438-0.000657690183708643i,0.0257021569431522-0.000740737783891075i,0.0257014572639115-0.000752377427556361i,0.0257151933000318-0.000818714380620283i,0.0256652087471443-0.000849265044901978i,0.0256881730629675-0.000903942341176i,0.0256911203762168-0.000944454618638541i,0.0256806607247616-0.000996269738162982i,0.0256693178776882-0.00103996051568099i,0.0256670668909604-0.00109940946213461i,0.0256425093044074-0.00118599102809312i,0.0256480290558663-0.00122429421278132i,0.02564445086282-0.00126695826833484i,0.0256463403743933-0.00133360607556818i,0.0256239780473125-0.00141605572424213i,0.0256192277071797-0.00146192068122601i,0.025601593399848-0.00150968007360819i
0.0259487500959573+0.00699870639974494i,0.0259217355377663+0.00706385136358068i,0.0259368795949921+0.00712199801759946i,0.0259096792214395+0.00718059300948899i,0.0258798178400813+0.00723541156677676i,0.0258772134044208+0.00729575895726888i,0.0258560763130843+0.00735032089095926i,0.0258419409556139+0.00741299153802837i,0.0258144982031531+0.00743237738197142i,0.0258204630687066+0.00750676840857193i,0.0258147187349187+0.00757784825532144i,0.0257807070304806+0.00762276756888864i,0.0257867032061925+0.0076745803867127i,0.0257702234475106+0.0077212192145296i,0.025756354919821+0.00777158424960501i,0.0257438564142832+0.00781644246235812i,0.0257313946714393+0.00786726331345988i,0.025724978859249+0.00792077791330798i,0.0257083761875611+0.00794727757284053i,0.0256940052961608+0.0079987190695741i,0.0256786666467979+0.00803529977202241i,0.0256966671464624+0.00808461523152113i,0.025682033419374+0.00813039124129992i,0.0256622025029732+0.00818516750141741i,0.0256657884752379+0.00820124836217581i,0.0256516000126414+0.0082269242234213i,0.0256148341416374+0.00827209970088288i,0.0256189359511545+0.00830931417769504i,0.0255985102234967+0.00834968543774826i,0.0256045069820854+0.00837974481835028i,0.0256005981283199+0.00843111945273005i,0.0255902638140279+0.00843719681879982i,0.025569614727815+0.00847211889522107i,0.0255611885870262+0.00849151097795854i,0.0255510218572056+0.00853616023776273i,0.0255529138090112+0.00854939961765597i,0.0255616444279275+0.00858623652121439i,0.025551013276215+0.00862088665884649i,0.0255136349965887+0.00863356842231771i,0.0255224190994369+0.00867719218047428i,0.0255202911876104+0.00869124645373596i,0.0255185053583894+0.00872507124774082i,0.0255074648609964+0.00874230593694993i,0.0255056334795639+0.00875448441900361i,0.0254960404606507+0.00877188289219179i,0.0254932965527303+0.00878614083675787i,0.0254742710249727+0.00882057231665059i,0.0254831915821631+0.00879617528002036i,0.0254925155355884+0.00883880545802194i,0.0254803883644757+0.00886603674833502i,0.0254704541478264+0.00886934419495807i,0.0254716718641182+0.00887739112408967i,0.0254702552040605+0.00889602112326997i,0.0254581419373846+0.00889876622703862i,0.0254585859877152+0.00890968419603081i,0.02546123750342+0.0089354316936803i,0.0254654617544252+0.0089460649111552i,0.0254421860449551+0.00894913938511833i,0.0254556033367763+0.00894584070353017i,0.0254541131162104+0.00895780881144808i,0.0254591868620889+0.00894627176035562i,0.0254561840467804+0.00895969200354802i,0.0254294056718315+0.00894977126550507i,0.0254405249124973+0.0089592686075834i,0.0254416733120175+0.00894976034287893i,0.0254409076269042+0.00895477640192627i,0.0254475623832388+0.00896121695951878i,0.0254500499980338+0.00896808281015696i,0.0254509249743445+0.00895534518698637i,0.0254342116167772+0.00898110996598101i,0.0254346093374457+0.00893623630022644i,0.0254570441699784+0.00894257591715395i,0.0254606044551282+0.00892623854314076i,0.025454213547938+0.00892380419498268i,0.0254628287809085+0.00891418720075978i,0.0254799939045162+0.0088879548964688i,0.0254684115787569+0.00890237065177175i,0.0254586387069934+0.0088776301587254i,0.025487699617991+0.00888173867264487i,0.0254628528609557+0.00887702405057223i,0.0254777120978462+0.00885594554523966i,0.0254905484371259+0.00882199801539048i,0.0254824675235948+0.00883085612298163i,0.0254920110321418+0.00880041215998559i,0.0255074256453801+0.00874703483126918i,0.0255045290142786+0.00873589277726386i,0.025505810857498+0.00874738655598353i,0.0255244967574168+0.00870746282772079i,0.025527402534979+0.0086843196392662i,0.0255292826692378+0.00863957477442361i,0.02554586113006+0.00864790652827095i,0.0255342041755716+0.00859839394053716i,0.0255453098876841+0.00857280595472555i,0.0255566351584283+0.00856892602360103i,0.0255519056056512+0.00852431274190028i,0.0255743610551948+0.00850034822179358i,0.0255887611187976+0.00848316745893353i,0.0255876645459918+0.00844284274200964i,0.0255948396826692+0.00841353434715204i,0.0256191279269756+0.00839317090120264i,0.0256231044948006+0.00832419251033578i,0.025629556639498+0.00831910400093537i,0.0256204544573316+0.00828228582203657i,0.0256679368442335+0.00824939587556844i,0.0256422389103227+0.00819612483618568i,0.0256672437458095+0.00815991311821138i,0.025680797672935+0.00812106831997435i,0.0256825698239035+0.00807602371921821i,0.0257053570919066+0.00803928207408003i,0.0256898116020627+0.00798461520493825i,0.0257263142272357+0.00796364577595273i,0.0257339674840769+0.00792569848667308i,0.0257376941693518+0.00787397283556991i,0.0257378919086816+0.00782390654292517i,0.0257625961327495+0.00776610306404475i,0.0257759563868643+0.00774132289635036i,0.0257686758969862+0.00768964637996092i,0.025793657056286+0.00761459629632559i,0.0257967797486191+0.00758105130685882i,0.0258235943112699+0.00752366305201734i,0.0258290325694799+0.00746378231136634i,0.0258726902303633+0.00742499688773399i,0.0258628884081459+0.0073550354236309i,0.0258824693799145+0.0073146231139468i,0.0258927384021228+0.00726088473380058i,0.0258958998737559+0.00718845792405343i,0.0259208276176389+0.00711719109642343i,0.0259266201265698+0.0070595866051059i
0.0220284126048403+0.0152494749097344i,0.0220002751249496+0.0152998600498212i,0.021949710399466+0.0153377027307908i,0.0219325715052981+0.0154087269878271i,0.0218848729829171+0.0154586442706768i,0.0218745386867403+0.0155152597581156i,0.0218429769662752+0.0155574179004356i,0.0218003984886372+0.0155991277867187i,0.0217622133327767+0.0156683316923176i,0.0217370768295701+0.0156912365576094i,0.0217034880349419+0.0157414680707674i,0.0216801891021224+0.0157818273820943i,0.0216481013616999+0.0158162968892807i,0.021614619781412+0.0158606132667181i,0.0216158115708881+0.0159305441826032i,0.0215622461022779+0.0159534643688549i,0.0215431738963687+0.0160092543148941i,0.0215378667034355+0.0160505240953262i,0.0214927758384788+0.0160648427718474i,0.0214652905436973+0.016107694989409i,0.0214374048832718+0.0161402237135828i,0.0214177403163841+0.0161636623308887i,0.0213852876192571+0.0162008553833823i,0.0213900798652946+0.0162539931282354i,0.0213630312677447+0.0162998046372696i,0.0213081772072674+0.0163211743528262i,0.0213174416909596+0.0163459247759515i,0.0212828986767476+0.0163834878693526i,0.0212507363708291+0.0164001947599517i,0.0212483643232279+0.0164324851541406i,0.0212282577654401+0.0164505644956557i,0.021202649751037+0.0164933476630088i,0.0211929552669834+0.0165208488372489i,0.0211570557848732+0.016550213429189i,0.0211412536361414+0.0165668287379246i,0.0211270077835709+0.0165851725965193i,0.0211049033479046+0.0165989850020987i,0.0211103307141482+0.0166291697571928i,0.0211025491314516+0.0166541383073015i,0.0210722004605869+0.01664941983101i,0.0210517779621312+0.0166694576750797i,0.0210312316077764+0.0167205633165497i,0.0210469285392751+0.0167265978976044i,0.0210147026345715+0.0167260742085963i,0.021011914638646+0.0167644220041693i,0.0209749530709502+0.0167808106839186i,0.0209738850520796+0.0167782851188244i,0.0209679863141543+0.0167926590618393i,0.0209663591539335+0.0168087491260948i,0.020944335122932+0.0168260560987827i,0.0209387949212844+0.0168541913143585i,0.0209443355490258+0.016870925962341i,0.0209241153920825+0.0168633537843973i,0.0209157797267687+0.0168828646177674i,0.0209232801427952+0.0168718353637636i,0.0208997495209298+0.0169075209672686i,0.0208859806109519+0.0169135586760906i,0.0208871488962785+0.0169050368068335i,0.020887790758815+0.016911353631555i,0.0208976234217992+0.0169272038317487i,0.020880817420134+0.016929898112411i,0.0208768252503296+0.0169220399320845i,0.0208949665393101+0.0169122263790421i,0.0208751637288964+0.0169185354478432i,0.0209174534411411+0.0169247566995989i,0.0208717042807438+0.0169174704763385i,0.0208833216386287+0.0168943459264095i,0.0208770347625531+0.0169192817113535i,0.0208808619087694+0.0169288680831389i,0.0209051179299176+0.016934436911417i,0.020922689128243+0.016900813909633i,0.0209146319020342+0.0168833032782636i,0.0209227006386715+0.0168918763478141i,0.0209231683335875+0.0169021419334824i,0.02090517149581+0.0168876922976436i,0.0209353436124972+0.0168746767515795i,0.0209436720933152+0.0168802582303285i,0.0209211748003188+0.0168499777876961i,0.0209461754624683+0.0168477972146804i,0.0209243414594024+0.0168354433267539i,0.0209564779577751+0.0168183022480482i,0.0209693814213044+0.0167981543885958i,0.0209934369203853+0.0167898686982915i,0.0210058851741048+0.0167656353974033i,0.0209796712189628+0.0167577443458348i,0.0210065605212345+0.0167553804084424i,0.0210257641827253+0.0167260967301982i,0.0210492874411004+0.0167123145761161i,0.0210542834922127+0.0166913001783179i,0.0210739546842869+0.0166583078320602i,0.0210716516279957+0.0166631125906962i,0.0211270899151302+0.0166453250727745i,0.021123961104162+0.0166318044266518i,0.0211284460214841+0.0165659732250695i,0.0211292921680524+0.0165733567392917i,0.0211638534021524+0.0165538741313682i,0.0211708917965928+0.0165034644024759i,0.0211940271806745+0.0164818333509429i,0.0212261081365922+0.0164504016687148i,0.0212409981561719+0.0164268293656979i,0.0212522994838048+0.0164151205893418i,0.0212806447484192+0.0163752447506118i,0.0212953721019317+0.0163315995460259i,0.0212985884619356+0.0163201947030273i,0.0213524351565783+0.0162741419814875i,0.0213773264186894+0.0162461415494132i,0.0213984351969805+0.016207642817703i,0.0214011821781001+0.0161786737770719i,0.0214579825033147+0.0161427196284827i,0.0214614039706131+0.0161104886577161i,0.0214991449509234+0.0160671839963225i,0.021507347666175+0.0160185866275032i,0.0215621467350991+0.0159936391440713i,0.0215641360984667+0.0159321624448405i,0.0215937717790665+0.0159183608006182i,0.0216293228978152+0.0158706861524019i,0.0216678227461103+0.0158091322685237i,0.0216779624064978+0.0157850766771895i,0.0217051199280208+0.0157454391212365i,0.0217400303757234+0.0156866757948031i,0.021768030528618+0.0156366917353718i,0.021807232456581+0.0156033102342914i,0.0218268114470945+0.0155688785975746i,0.021855650448132+0.0155006051052143i,0.0218995731962124+0.015480070195404i,0.0219376377216873+0.0154330392554872i,0.0219376141662269+0.0153727744145775i,0.0219762637479508+0.0153090391809294i
0.0144827967994262+0.0208852808426773i,0.0144241560009583+0.0209434115194712i,0.0143683291830608+0.0209707513285312i,0.0143313520312489+0.0210052502351981i,0.0143076872909293+0.0210156009523872i,0.0142379904297109+0.0210777086403264i,0.0142129189452458+0.0211115263985812i,0.0141535331272892+0.021136845873624i,0.0141178859347185+0.0211766852848225i,0.0140721277807894+0.0211944768136041i,0.0140326288998281+0.0212113065049888i,0.0140238958362509+0.0212495640886845i,0.0139786200165613+0.021286158212276i,0.0138933719276002+0.0213233782981048i,0.0138768480032556+0.0213654797208186i,0.0138365260218843+0.0213504554644281i,0.0138101710939849+0.0213785580740709i,0.0137624303089384+0.0214136331863312i,0.0137228706874781+0.0214504803315959i,0.0137125717374695+0.0214679555476254i,0.013667883316127+0.0214919467366064i,0.0136221422911734+0.0214954705606185i,0.0135912105320067+0.0215423161705636i,0.0135590849004671+0.0215515076431606i,0.0135379859118969+0.0215813325262244i,0.0134860463604456+0.0215877811068799i,0.0134791513322207+0.0216167286392023i,0.0134353428672808+0.0216370651929055i,0.0134141648461602+0.0216572502988826i,0.013372996701236+0.0216867081767352i,0.0133431033515217+0.0216902034549833i,0.0133376469274942+0.0217052791963914i,0.0133177469210342+0.0217296066928322i,0.0132962486532749+0.0217428271283868i,0.0132725024418007+0.0217644773333232i,0.0132242621348755+0.0217870937996725i,0.0132167368237185+0.0217927201838076i,0.0131853118863883+0.0217964520112662i,0.013174221723216+0.0218131541177621i,0.0131538538884003+0.0218371749748277i,0.0131218997290651+0.0218362665214308i,0.013127593850589+0.0218582698304694i,0.0130970943687282+0.0218507216027868i,0.0130807187692496+0.021880144632938i,0.0130527617959285+0.0219319566909501i,0.0130498334766007+0.0219058834614714i,0.0130246631802262+0.021908127581462i,0.0130198707027266+0.0219290691010812i,0.0129999197103511+0.0219407290329627i,0.0129834929162266+0.0219348201440527i,0.0130034997786974+0.0219580751571992i,0.0129723696573602+0.0219511659365315i,0.0129642282079031+0.0219613365663706i,0.0129563403488996+0.021960904201395i,0.0129483816848514+0.0219641357277356i,0.0129358177974917+0.0219681442364746i,0.0129193355616396+0.0219542730268612i,0.0129441074564604+0.0220034478581841i,0.0129085681427383+0.0219729209469227i,0.0129184604795827+0.0219771687959933i,0.0129266122741279+0.0219914608939435i,0.0129040756276549+0.0219816586171102i,0.0128986381535829+0.0220066855554524i,0.0129131482181461+0.0220131350181218i,0.0129125005135734+0.0219941039916778i,0.0129310435241983+0.0219910044270572i,0.0129086696506444+0.0219830728591927i,0.0129227171371856+0.021994572271673i,0.012917364656971+0.0220034838246782i,0.0129325205333591+0.0219815504053968i,0.0129478374666838+0.0219840691099105i,0.0129403973670648+0.0219958753891468i,0.0129204466642922+0.0219711393453088i,0.0129350027350099+0.0220072024256238i,0.012949008267712+0.0219822708884908i,0.0129521417143498+0.021967646460612i,0.0129616855954634+0.0219672084883191i,0.0129652275768679+0.0219503420999773i,0.01298049128127+0.0219501065791565i,0.0129811913156038+0.0219481548191941i,0.012983540229088+0.021917667856668i,0.0130089773041557+0.021913023831773i,0.0130205035159428+0.0219038055030501i,0.0130485149453688+0.0219068136608474i,0.0130478620178098+0.0218917319284996i,0.0130681139177517+0.0218791684121568i,0.0130941353118233+0.0218668146654346i,0.0131342726430551+0.0218631340183123i,0.0131275448078147+0.0218347337680836i,0.0131335291384616+0.0218227025423334i,0.0131884007303691+0.0218161962410967i,0.0131906156893521+0.0218024924810823i,0.013228334262284+0.0217813837185049i,0.0132306361705615+0.0217856551679985i,0.0132406580078122+0.0217735105458647i,0.0132834183750694+0.0217663630682617i,0.0133078673537927+0.0217229754235248i,0.0133323031619904+0.0216981186712054i,0.0133567576549244+0.0217053091982701i,0.0133592700677257+0.0216873958816358i,0.013405517558045+0.0216575635701278i,0.0134623080685076+0.021643546800682i,0.0134649764171372+0.0216220235885058i,0.0135058044472998+0.0216037715232099i,0.0135183687606098+0.0215949168692639i,0.0135631798128593+0.0215763485505585i,0.01357797273068+0.0215499308794945i,0.01362709328046+0.0215330987630295i,0.013661767300227+0.0215069532155796i,0.013695458753364+0.0214604444956501i,0.0137323391896662+0.0214341261127586i,0.0137787383282947+0.0214068543959404i,0.0138197326043852+0.0213963770668683i,0.0138497440681342+0.0213515705196639i,0.0139054264568877+0.0213439851148685i,0.0139157728565004+0.0212970526352355i,0.0139721106784023+0.0212978302185061i,0.0139754493099724+0.0212299008668346i,0.0140418492051016+0.0212247353048036i,0.0140751267974908+0.0212134398013227i,0.0141327358314804+0.0211795558945861i,0.0141728682497445+0.0211272832903237i,0.0141864082645607+0.0210950607598996i,0.0142392132500012+0.021044176531125i,0.0142831521706279+0.0210392787489619i,0.0143537234685559+0.0209990354900528i,0.0143854472012569+0.0209750837850238i,0.0144287123793338+0.02093820135201i
0.00522036129793083+0.0222420715023394i,0.00517771519519979+0.0222413004840524i,0.00512869224695784+0.0222692913986479i,0.0050576616775536+0.0223057449745768i,0.00501395003376666+0.0223151582045802i,0.00496708022367318+0.0222906483909474i,0.00492259491846485+0.0223311299389273i,0.00488833879790957+0.0223363064871638i,0.00484882195599459+0.0223658277680841i,0.00479805889716014+0.022353284130809i,0.00474713016081573+0.0223679390029743i,0.00469939305842324+0.022373687669879i,0.00464544199321508+0.0223930899140076i,0.00461406212531906+0.0224046780762213i,0.00456853960142616+0.022407974979494i,0.00453883409841437+0.0224124931574699i,0.00448833310037388+0.0224226656883315i,0.00446961984215228+0.0224531578082852i,0.00441075824239257+0.0224474558261523i,0.00437353268287696+0.0224575512590319i,0.004344836708426+0.0224657555487512i,0.00431487974472885+0.0224768051926422i,0.00428626667030322+0.0224987865528453i,0.00423638568003876+0.0224782054004717i,0.00421121634854952+0.0224880277309547i,0.00416114472702911+0.0224908086113093i,0.00414275571000834+0.0225158397665838i,0.00411000803168433+0.0225390027542342i,0.00409839934490968+0.0225287178805468i,0.00405318058645801+0.0225316795706222i,0.00402057160531902+0.0225417244839087i,0.00399067037075484+0.022541946617685i,0.00397916737009695+0.0225648578954533i,0.00392947044327671+0.0225589743538674i,0.0039371091907654+0.0225646731971536i,0.0039060037508333+0.0225832991747907i,0.00386538573038136+0.0225761630546638i,0.00383318555488298+0.0225765512467117i,0.0038296287802638+0.0225518684537887i,0.00380886356666614+0.0225786866800691i,0.0038037634746091+0.0225953877935703i,0.00375445663001087+0.0225777935379562i,0.00375011899306213+0.0226004295108617i,0.00372554587119877+0.0225964889198504i,0.00369378515590948+0.0225944785347705i,0.00369448515067319+0.0226147908577658i,0.00364978928536357+0.0226271316411898i,0.00364605694549611+0.0226070807826526i,0.00364377895661976+0.0226065672567297i,0.00363628890066119+0.0226104446891522i,0.00363160552285163+0.0226105708113288i,0.00361289214999934+0.0226165563377103i,0.00360883625193417+0.0226221304698074i,0.00360557887532766+0.0226122594895348i,0.00357877437655377+0.0226263738230831i,0.00359626739400337+0.022634985760571i,0.0035825790975769+0.022634463587569i,0.0035589418851491+0.0226375060997596i,0.00354584764853904+0.0226243201415064i,0.00355497173721306+0.0226338791273669i,0.0035251631716815+0.0226309576784856i,0.00355084539578577+0.0226146961583369i,0.00353132495816434+0.0226342264894632i,0.0035380173217133+0.0226234331165197i,0.00353124690063383+0.022643424075221i,0.00353044411901878+0.0226254969003578i,0.00354978013471166+0.0226196238881534i,0.00356265034185888+0.0226339896801942i,0.00356465379703957+0.0226403690714555i,0.00357541209204237+0.0226225450819976i,0.00355607524791199+0.0226150791496488i,0.00358012206234311+0.0226392634147543i,0.00355586006127033+0.0226150349870315i,0.00355752100248218+0.0226187845219502i,0.00360240374287352+0.0226263382246849i,0.00358479914078344+0.0226097321394439i,0.00358382291458204+0.0226253288577664i,0.00360499559214003+0.0226086613554326i,0.00361138059861961+0.0226007843284227i,0.00364238545956697+0.022622997616911i,0.00366518812304732+0.0226247808687366i,0.00365419624765867+0.0226152416065221i,0.00367789164565395+0.0226149481975574i,0.00371591511710232+0.0226210426914407i,0.00370778279847578+0.0225882915475498i,0.00374959575346008+0.0226029217699478i,0.00373447185345983+0.0225950141565085i,0.00377414409691664+0.0226056900912565i,0.0037809725212042+0.0225908933781578i,0.0038066266956132+0.0225837541929644i,0.00381766881263723+0.0225646777288771i,0.00386387615114813+0.022549172942331i,0.00385052558507963+0.022569417743143i,0.00387968186663702+0.0225614200373746i,0.00391239353206381+0.0225646792678734i,0.00393542420757789+0.0225646636096365i,0.00397188593761808+0.0225449544434242i,0.00400826680277473+0.0225498366397871i,0.00401592748579822+0.0225284169257399i,0.0040406318488643+0.0225215791559176i,0.00406252220022747+0.0225370574147434i,0.00410385682201782+0.022521177326015i,0.00414909748335277+0.0225346604004832i,0.00418256095282973+0.0224847794346555i,0.00420055600035277+0.0225057712884905i,0.00423976163432844+0.0224905269787778i,0.0042722945589892+0.0224736784607473i,0.00430496329586651+0.0224800897415176i,0.0043391363993084+0.0224661604110012i,0.00437976033966701+0.0224620248991458i,0.00441707453775968+0.0224406312021389i,0.00445922088233162+0.0224581033985291i,0.00449235326139143+0.0224267090752375i,0.00455233636677418+0.0223963759750847i,0.00459919775589896+0.0224168094817508i,0.00461665279297884+0.0224186742124692i,0.00466464531553267+0.0223858684426207i,0.00471565418005485+0.0223963561063085i,0.00475744844617267+0.0223672713563655i,0.00479427414929514+0.0223698030144139i,0.00483223840503621+0.0223330877240332i,0.00488523166021245+0.0223445847639098i,0.00492228016085101+0.0223293341455868i,0.00496682914361031+0.0223092145634379i,0.00501509771297864+0.0223323843589957i,0.00508286406105404+0.0223019828317874i,0.00513798267256026+0.0222852551624232i,0.00517332152749388+0.0222574859246959i
