0.0119028113366788-0.0141022857874499i,0.011913182581132-0.0140990895544914i,0.0119288628328742-0.0140974265870659i,0.0119237097011762-0.0140909776343731i,0.0119504127536802-0.0140906097096773i,0.0119343409985385-0.0140776836659319i,0.0119962571107583-0.0140763560251915i,0.0119609495017544-0.0140640639611479i,0.0119850475406899-0.0140583638721339i,0.0119921682167752-0.014053080668588i,0.0120057103524116-0.0140458408212141i,0.0119797296714039-0.0140426590429698i,0.0120224813129697-0.0140435437902497i,0.0120289573579125-0.0140161477191547i,0.0120408093089772-0.0140204355157925i,0.0120312896136531-0.0140227937098101i,0.0120360562785991-0.013984354593129i,0.0120535341296526-0.0139964550575019i,0.0120744360469545-0.0139980395203551i,0.0120584879238442-0.0139613548640059i,0.0120706612821921-0.013974700230232i,0.0120861842654623-0.013981961488001i,0.012084424145874-0.0139722401120529i,0.0121022910546581-0.0139656817848762i,0.0120728868107127-0.0139549702658616i,0.0121046652054588-0.0139525694016356i,0.0121170119199369-0.0139360798144324i,0.012124444865153-0.0139557996431753i,0.0121417289469785-0.0139307353381995i,0.0121189970073302-0.0139594216158565i,0.0121348291251186-0.0139517496353899i,0.0121370630066035-0.0139417664442763i,0.0121368977143396-0.0139300339167396i,0.0121628697774233-0.0139054730126771i,0.0121491838280865-0.0139122944975493i,0.012173165373186-0.0139185331544697i,0.0121614059586489-0.0139124239993933i,0.0121794365921668-0.013901413771121i,0.0121832856471558-0.0139220194478236i,0.0121879912191506-0.0139138401360633i,0.0121781739666596-0.0139151157573034i,0.0121784820791105-0.0139032441799829i,0.0121817398805675-0.0139038484425244i,0.0121990491288201-0.0138973749606407i,0.0121906761772622-0.0138864960242674i,0.0122087450383527-0.0139079382397747i,0.0122138239120185-0.0138799320807204i,0.0121960141322959-0.0138944792503232i,0.0122020982411927-0.0138770632509891i,0.012185465671749-0.0138896089490201i,0.0122172191092987-0.0138823973209724i,0.0122220720626603-0.0138587094567892i,0.0122094904951133-0.0138495293259445i,0.0121948181901877-0.0138637531856603i,0.0121901397093812-0.0138722228939156i,0.0122192962936695-0.013863108018843i,0.0122250138393376-0.0138753541713335i,0.0122162491572699-0.0138904270598904i,0.0122461214536049-0.0138743001728057i,0.0122158439086146-0.0138764330453017i,0.0122392419135133-0.0138686610897118i,0.0122157818336423-0.0138767943204644i,0.0122407894846978-0.0138718211184951i,0.0122257992140338-0.0138785552345518i,0.0122232996516975-0.0138793786305439i,0.0122110342155342-0.0138767808621537i,0.0122404974399099-0.0138552850859659i,0.0122233796985827-0.0138686552536851i,0.0122212002277916-0.0138912735257472i,0.0122382201801953-0.0138755745309428i,0.0122167588650819-0.0138955194783117i,0.0122238750653496-0.0138920477359385i,0.0122172651638799-0.0138796436163813i,0.0122371806198875-0.0138620244328781i,0.0122269595972685-0.0138849626696419i,0.0122138377145202-0.013874425903735i,0.0122245211641272-0.0138553064037056i,0.0122003112325295-0.0138850982964754i,0.0122081868778467-0.0138910075688952i,0.0122204092065653-0.0138776753036206i,0.0121903335811545-0.0138546671690182i,0.0122162530978999-0.0138782445505304i,0.0122063092882777-0.0138915826781339i,0.01219739669831-0.0139036887879699i,0.0122013617304802-0.0138940654076957i,0.012188998349141-0.0138598335419585i,0.0121910175157716-0.0139111892809263i,0.0121895177821731-0.013908374629607i,0.0121920078635175-0.0139037114428934i,0.0121721979990112-0.0139095648047998i,0.0121772123603573-0.0139094390541195i,0.0121856447751029-0.0139304072545022i,0.0121793208448217-0.0139103716308748i,0.0121444402289793-0.0139063948026329i,0.012164094956468-0.0139253898768575i,0.0121460112346919-0.013935342620562i,0.0121504787598625-0.0139349807873745i,0.0121107462389615-0.0139383831772307i,0.0121316476607282-0.0139415684843148i,0.0121391286116871-0.0139496270279992i,0.0121108098454509-0.0139442875707426i,0.0121214871769367-0.013952097632551i,0.0121038560249029-0.0139557706205389i,0.0120943580645365-0.0139528430203073i,0.0121102949068416-0.0139634268324899i,0.0120909151866671-0.013959017986495i,0.0121030975307659-0.0139715043769276i,0.0120891806511487-0.0139804093448182i,0.0120640408214452-0.0139880161677575i,0.012082876726234-0.0139930261670073i,0.0120694463984974-0.0139963571069958i,0.0120666005014522-0.0140044927897692i,0.0120436896398003-0.0140032688962967i,0.0120297450314187-0.0140004391619745i,0.0120260797806247-0.0140117679593817i,0.0120015185269703-0.0140258889150996i,0.012012138734931-0.0140125248755116i,0.0119801558302797-0.0140253948156356i,0.0119820601421557-0.014014351200576i,0.0120047315784647-0.0140554886818925i,0.0120060045252399-0.0140427649519579i,0.0119811604084438-0.0140525314013138i,0.0119729191818885-0.0140739545052128i,0.0119492820404121-0.0140820321347162i,0.0119537795146458-0.0140800311342988i,0.0119318244926227-0.0141083387012512i,0.0119129167332714-0.0140913427802808i,0.0119278266326765-0.0140963271989431i
-0.000257506433215986+0.0205261830788084i,-0.00024453762271388+0.0205088676408781i,-0.000270031374021918+0.020502196890451i,-0.000273297237739158+0.0205040321131924i,-0.000273946040886135+0.0205048493320625i,-0.000307136447617301+0.0205109164219046i,-0.000333752161562237+0.0205090518105105i,-0.000346172460083304+0.0205216712129345i,-0.000325353103374835+0.0205216203343238i,-0.000358577392492716+0.0205253782502547i,-0.000363801141997007+0.0205270929910415i,-0.00039327847082031+0.0205247789447057i,-0.000374007425387111+0.0205237314162428i,-0.000405348660928457+0.0205160904761588i,-0.000409990379419908+0.0205291008018416i,-0.000425607887466206+0.0205146278934309i,-0.000428429933585473+0.0205289326940244i,-0.000446154820669788+0.0205152956391256i,-0.0004707938980164+0.0205301891871203i,-0.000471581659902227+0.0205167240456314i,-0.000473156276447607+0.0205343110597208i,-0.000490974159567988+0.0205205349363655i,-0.000503604044646244+0.0205249929125141i,-0.000505506093097534+0.0205257501457908i,-0.00050860392340099+0.020527932380305i,-0.000514049879203801+0.0205214856556193i,-0.000489364919976078+0.0205279356426575i,-0.000528496475723475+0.0205470839336081i,-0.00055045460042635+0.0205337897699685i,-0.000539369091168261+0.0205434871881406i,-0.000559178903591198+0.0205466733245394i,-0.000563051078106548+0.0205256606208899i,-0.000568541013656959+0.020530532250081i,-0.000545100897954485+0.0205398856453293i,-0.000564098834898797+0.0205189309384424i,-0.00059147188637969+0.020526743623317i,-0.000606165590748736+0.0205253191824439i,-0.000607762231338224+0.0205167005703379i,-0.000603736238534349+0.0205327440754642i,-0.000605941147644867+0.0205329517129873i,-0.000625813238345422+0.0205226096839093i,-0.000619457613829767+0.0205211747167789i,-0.00063526600785812+0.0205514777140914i,-0.000633741779778084+0.0205220676444769i,-0.00063186027191643+0.0205287000729874i,-0.000644547174766118+0.0205258543729213i,-0.00064911366538823+0.0205362353607117i,-0.000650319730148262+0.0205245222033429i,-0.000657657521059804+0.0205089437010608i,-0.000676229076349356+0.0205283483319612i,-0.000660891397084726+0.0205290177075564i,-0.000676046734364141+0.0205341464300856i,-0.000652332875286588+0.0205257582424253i,-0.000669151472116144+0.0205300762285698i,-0.000685592117681275+0.0205135200077206i,-0.000676477563848623+0.0205334394140929i,-0.000657338955245331+0.0205290762694739i,-0.000668402797888057+0.0205330288379486i,-0.00065928978489645+0.020533031505253i,-0.000674217395140301+0.0205448263895057i,-0.000685640248174971+0.0205316695019921i,-0.000680574220833833+0.0205245678299577i,-0.000689706885110532+0.0205276016623378i,-0.00067430480081788+0.0205405330992875i,-0.000683254970975216+0.0205358055135284i,-0.000693840927519619+0.0205454218458103i,-0.000666611405765264+0.0205250640729077i,-0.000691220421205284+0.0205555037678453i,-0.000690750282098126+0.0205265443824613i,-0.000664167960340411+0.0205257310640386i,-0.000698376123441663+0.0205432954733156i,-0.000680307464136247+0.0205442355184529i,-0.000679761984331142+0.0205314040709696i,-0.000668908711065781+0.0205264799560957i,-0.000677829328190034+0.0205363019448462i,-0.000679036629715291+0.020542511121901i,-0.000667905891234732+0.0205302540616501i,-0.000655910140071434+0.0205259087974968i,-0.000671322972607842+0.02052294253707i,-0.00064909338312681+0.0205453973546511i,-0.000654175577138621+0.0205288408781321i,-0.000642453785088495+0.0205322921076628i,-0.000643579628924873+0.0205016535413439i,-0.000632837536363904+0.0205276286789523i,-0.000631361702986061+0.0205286108625737i,-0.000644743309694063+0.0205283563912348i,-0.000615951824028316+0.0205294785579646i,-0.000613374901179309+0.0205324074793723i,-0.000593378041108814+0.0205071657145278i,-0.00061990932393569+0.0205450292298524i,-0.000590377392658211+0.020532570732523i,-0.000605197159665594+0.0205487140225564i,-0.000597366839722048+0.0205347732895479i,-0.000584942890049544+0.020523933670945i,-0.000573280059334482+0.0205320999832193i,-0.000584162831703985+0.0205379522206398i,-0.000564648839570865+0.0205310926483743i,-0.000566300226691298+0.020510384641524i,-0.000536615537727993+0.0205453586749761i,-0.000557617038952488+0.0205127627371742i,-0.000501404698827529+0.0205243955456419i,-0.000521762151067932+0.0205301121724938i,-0.000516379703426988+0.020531915541424i,-0.000497250713922694+0.0205287278327878i,-0.000501798979396774+0.0205223378094155i,-0.00050185645450765+0.0205224252701145i,-0.000484493987554367+0.0205152787138634i,-0.000468251662383304+0.0205248833309026i,-0.000466477579885886+0.0205071395223745i,-0.000460547647655804+0.0205281252139025i,-0.000444564712819123+0.0205367869580103i,-0.000433216229788434+0.0205228993416787i,-0.000444652762322734+0.0205312561472359i,-0.000423636927608136+0.020505549666369i,-0.000401483410669791+0.0205145065213432i,-0.000419666462956165+0.0205290793486729i,-0.000378284548339437+0.0205276393462685i,-0.000380870962771935+0.0205140282704733i,-0.000372872331691962+0.0205193649965101i,-0.000332983359692566+0.0205162561118854i,-0.000330103590699301+0.0205182164169952i,-0.000336245287449416+0.0205079919476838i,-0.000308454945083806+0.0205021099972576i,-0.000302107057494858+0.0205088668453302i,-0.000278116604881272+0.0205352724209857i,-0.000258349238117577+0.0205251569122186i,-0.000258051133079167+0.0204919640701905i,-0.000246943043913649+0.0205034220164762i
-0.0136160668517436-0.0158219445744734i,-0.0135941102672182-0.0158269882392691i,-0.0136083925088686-0.0158319934632362i,-0.0135741149018924-0.0158649399709914i,-0.0135611727251124-0.0158515992503873i,-0.013549162567475-0.0158840030033471i,-0.0135640925837312-0.0158681158433539i,-0.0135335279084808-0.0159037862311303i,-0.0135286122797158-0.0159007660525711i,-0.0135213565012494-0.0158952048722272i,-0.0135133074771607-0.015899437707397i,-0.0135088880214426-0.0159215020488022i,-0.0135062630567317-0.0159427764264221i,-0.0134872961157778-0.0159423832525906i,-0.0134795790083214-0.0159541329503422i,-0.013459576234977-0.0159556566527114i,-0.0134693306301612-0.0159682430140012i,-0.0134499661816289-0.0159552855519422i,-0.0134478455177923-0.0159608152899339i,-0.0134603314744388-0.0159958808036426i,-0.0134371262996378-0.0159790051301378i,-0.0134393390730298-0.0159828587915777i,-0.0134454931088823-0.0160077310722811i,-0.0134072792497858-0.0160012743950706i,-0.0133950945358014-0.016030435965116i,-0.0134222713099259-0.0160132115361785i,-0.01338586338767-0.0160206637362342i,-0.0133999010007282-0.0160350580077475i,-0.0133815769676064-0.0160342057485465i,-0.0133805251295748-0.0160532968630603i,-0.0133695523629092-0.0160404508307014i,-0.01336738550873-0.0160492109003755i,-0.0133671504173246-0.0160455640942806i,-0.0133547348166277-0.0160385044783501i,-0.0133670254315433-0.0160694762042081i,-0.0133487956713742-0.0160681336517049i,-0.0133495293127709-0.016064559773841i,-0.0133439390022111-0.0160788233855407i,-0.0133317519921998-0.0160781190026633i,-0.0133384977173457-0.0160870440483296i,-0.0133212618463611-0.0161003356502017i,-0.0133225919011757-0.016088309218722i,-0.0133102304964064-0.016093639826318i,-0.0133304528270188-0.0160978745992905i,-0.0133029114745283-0.0161079049709658i,-0.0133092089775427-0.0161077218236501i,-0.0133127869047288-0.0161056097652363i,-0.0133122257411449-0.0161051434929169i,-0.0132981274700354-0.0161126829231796i,-0.0132744845965248-0.0161116021433523i,-0.0132858968149464-0.0161323241991959i,-0.0132977706858466-0.0161118177172028i,-0.0132833439282051-0.0161259188673477i,-0.0132794438960168-0.0161409741849911i,-0.0132825794299007-0.0161273275340856i,-0.0132986255910615-0.0161392282724581i,-0.0132826132487966-0.0161431818147013i,-0.0132840092143784-0.0161310439927443i,-0.0132858737877077-0.0161322969013078i,-0.0132815771565762-0.0161333894748455i,-0.0132950255859261-0.0161251649669017i,-0.0132632372597089-0.0161322002297491i,-0.0132542035501587-0.0161324911151412i,-0.013263985007981-0.0161443807194768i,-0.0132534193161408-0.0161295672524036i,-0.0132834190707474-0.0161306364939978i,-0.0132600225154407-0.0161416025180281i,-0.0132822702263251-0.0161313941758469i,-0.0132876389340793-0.0161345531029532i,-0.0132711429444694-0.0161324019975928i,-0.0132928215274846-0.0161348513725577i,-0.0132670689358643-0.0161199291575263i,-0.0132989515342188-0.0161363754337092i,-0.0132911754063523-0.0161279889167096i,-0.0132807279262785-0.0161281069810759i,-0.0132766118837139-0.0161131399947894i,-0.0133095604731763-0.0161162371035125i,-0.0132926065703876-0.0161322460422099i,-0.0132999069249189-0.0161049924046363i,-0.01330804483321-0.0161361834632623i,-0.0132928487455107-0.0161029576115395i,-0.0133056342020955-0.0161065145799934i,-0.0133086146997411-0.0161221533206627i,-0.0133010865852076-0.0161056836712772i,-0.0133120951887715-0.0160891132131838i,-0.0133245177067605-0.0160905987957136i,-0.0133351812911838-0.0161266673533809i,-0.0133291119842842-0.0161129589384187i,-0.0133313727821946-0.0160892381187172i,-0.0133255734279766-0.0160786263573194i,-0.0133245567070451-0.0160768965221853i,-0.013361578448755-0.0160707823730981i,-0.0133472509036128-0.0160822133760229i,-0.0133730380837446-0.0160555992085118i,-0.0133587466042691-0.0160707042440787i,-0.0133673403938193-0.0160657061140773i,-0.0133727832969628-0.0160565272608625i,-0.0133632379938586-0.0160539819559145i,-0.0133592112417387-0.0160445267170893i,-0.0133772570030089-0.0160449119745459i,-0.0133811073808798-0.0160373695433524i,-0.0134006797675465-0.016028932847851i,-0.0134147198833648-0.0160122383053918i,-0.0134051800098527-0.0160264510530057i,-0.0134089770695871-0.0160286661230331i,-0.0134256497597944-0.0160121402678407i,-0.0134248055972396-0.0159899242272343i,-0.0134275450505325-0.016015024287072i,-0.0134203950461067-0.0159815846202157i,-0.0134553251597241-0.0159757663153494i,-0.0134520764753325-0.0159599646699301i,-0.0134632250073217-0.0159789286486181i,-0.0134291525333752-0.0159654663892729i,-0.0134700514437894-0.0159538304810862i,-0.0134758884299523-0.0159431010365291i,-0.0135005534477445-0.0159371450893791i,-0.013493645473652-0.0159384800645542i,-0.0135029568571218-0.015923027318368i,-0.0135146486988413-0.0159142655074709i,-0.0135229224953461-0.0159138344501132i,-0.0135361596771914-0.01588287252176i,-0.0135512961515116-0.0158900733587297i,-0.0135408873697822-0.0159089588298316i,-0.0135375364109817-0.0158930957624045i,-0.0135551134179841-0.01585771788321i,-0.0135835862014843-0.0158603787633241i,-0.01359802813613-0.015859427661493i,-0.0136084324955707-0.0158287472763357i
0.0193656273604397+0.00211158659955167i,0.0193670493492432+0.00214984611451556i,0.0193545044411914+0.00213903562522453i,0.0193530525960648+0.00216026993525913i,0.0193612444026285+0.00216538272921924i,0.0193640900079597+0.00219041154223464i,0.0193558599501318+0.00218044867612916i,0.0193549231250931+0.00219987993952615i,0.0193338113866162+0.00221962039768518i,0.0193557426408857+0.00224217375646846i,0.0193583227588459+0.00222694975717218i,0.0193325924743133+0.00224856819279012i,0.0193358934726422+0.00226082175582491i,0.0193407245862973+0.00226793394073372i,0.0193223823842893+0.00226625575422615i,0.0193454560293126+0.00227911160890436i,0.0193438874993683+0.00230130880321421i,0.0193455139273785+0.00229452717783672i,0.019342267386607+0.00229438363197445i,0.0193542643185454+0.00233385429361815i,0.0193494372468657+0.00233825321764597i,0.0193444316786869+0.00232614952325626i,0.0193374116583086+0.00235075470226949i,0.0193406438096812+0.0023707877144077i,0.0193455807547404+0.0023777167574864i,0.019343667478207+0.00236629124335308i,0.0193358120657714+0.00241060064952843i,0.0193218242060703+0.00239986466776544i,0.0193199231829664+0.00239039950296705i,0.0193485671266002+0.00239425845574114i,0.0193219668436302+0.00241307641814939i,0.019324508380088+0.00242274468209796i,0.0193299553622466+0.00241474295922464i,0.0193355676163795+0.00244262191166072i,0.0193205627633723+0.0024400381889882i,0.0193434311403246+0.00246382268693496i,0.0193373214369081+0.0024565379193752i,0.0193429645981136+0.00245898581725815i,0.0193341860069425+0.0024618893453294i,0.0193326658762293+0.00245858779891263i,0.0193363054873671+0.00249748174053902i,0.0193244957295946+0.00246550292536645i,0.0193251716280639+0.00250760333978482i,0.0193370563899337+0.00248613098137164i,0.019329528226166+0.0024820387906116i,0.0193324008090203+0.00250993107849001i,0.0193301222167995+0.00250134214551125i,0.019320170660088+0.00250123624015473i,0.0193401257576223+0.00253211975239325i,0.0193262310331357+0.00252609265131465i,0.0193210105037307+0.00250735185239411i,0.0193332966254088+0.00248368525024925i,0.019311393784314+0.00251237377493602i,0.0193418335180271+0.00253300765330644i,0.0193389521883512+0.00252448626446191i,0.0193377810776725+0.00253200361839201i,0.0193296253477721+0.00254742504980327i,0.0193388572027351+0.00254566335967765i,0.0193357390979575+0.00251105065221674i,0.0193148692015015+0.00253251557831025i,0.0193138346442009+0.00255818552887272i,0.0193149056745634+0.00255550162668419i,0.0193206965430467+0.00250655906203263i,0.0193318501262605+0.00252350591784676i,0.0193368051191492+0.00254641820742424i,0.0193087850393227+0.00253799207193818i,0.0193410514183046+0.00252705184152844i,0.019345470039561+0.0025253365368505i,0.019347895736466+0.00252267770457517i,0.0193277463666999+0.00252239230273907i,0.0193433523408199+0.00250522624353739i,0.0193238669991078+0.00253772635827011i,0.0193417926433232+0.00252171621950384i,0.0193326547531349+0.00252018132649651i,0.019310005993+0.00253453935159246i,0.0193412086634585+0.00248476471208412i,0.0193250374441069+0.00253187980349921i,0.0193222085447351+0.00249402177904936i,0.0193266505087769+0.00252316113305241i,0.019316378551111+0.00249676345670517i,0.0193120553778923+0.00250452559161301i,0.0193243705489744+0.00250578085814227i,0.0193407562823077+0.00245772911706713i,0.0193154647286714+0.00248612879948365i,0.0193317618624655+0.00249154443760854i,0.0193224138381733+0.00249170972906518i,0.0193338379352939+0.00247083869983161i,0.0193301340721843+0.00248651914996027i,0.019339689635411+0.00249874310906232i,0.0193296836541885+0.00247385805965731i,0.0193162700309947+0.00247618487146109i,0.019330193363798+0.00245103267557755i,0.0193447265161601+0.00244022682887938i,0.019327569674329+0.00244307238535352i,0.0193414110629468+0.00243553746183007i,0.0193351716875184+0.00243186366037332i,0.0193656791923458+0.00244083586454347i,0.0193213952635665+0.00240502895997224i,0.0193432514514694+0.00240625379283163i,0.0193276456065985+0.00241142922603258i,0.019341051572802+0.00239769086556671i,0.0193317929820723+0.00239655615755969i,0.0193210831035931+0.00240466731093599i,0.0193632535582399+0.00237808379126285i,0.0193276069648383+0.00235478832884983i,0.0193245073717823+0.00235935568388339i,0.0193266760654987+0.00236396743808501i,0.019337915280837+0.00236090044721309i,0.019342244690008+0.00232930806019368i,0.0193363662901789+0.0023240912671455i,0.0193410942589428+0.00229690239827309i,0.0193309956740166+0.00232299013915642i,0.0193542125402561+0.00228017735600748i,0.0193405763591614+0.00230716903522682i,0.0193489603269856+0.00228491843585766i,0.0193307132746427+0.00225354181126757i,0.019352126535203+0.0022579771270848i,0.0193526461644972+0.0022408484249181i,0.0193391143479231+0.00222659348316261i,0.0193535700926715+0.00222467493256782i,0.0193526808460347+0.00221991636649047i,0.0193331060104479+0.00218743311221176i,0.0193631893409863+0.00219265585784126i,0.019345147687298+0.00218977207998952i,0.0193644831307985+0.00216518670768506i,0.019351675390109+0.00216532156118274i,0.0193412467764751+0.00215937005000682i,0.0193677067767422+0.0021339618988861i
-0.0129131900210764+0.0105819520179418i,-0.0129228664651823+0.0105805599195377i,-0.0129134292135584+0.0105724393462612i,-0.0129386395062391+0.0105682551895367i,-0.0129315643410136+0.0105624173993357i,-0.0129504757998478+0.0105519533729207i,-0.0129546247777921+0.0105328267522778i,-0.012962793472195+0.0105263503663275i,-0.0129641158026344+0.0105477204700576i,-0.0129696274947313+0.0105290778067688i,-0.0129838612958059+0.0105091898261898i,-0.0130025891659267+0.0104912325848766i,-0.0130015929549899+0.0105019084531071i,-0.0129885121193249+0.0105112194682809i,-0.0130105722488252+0.0104809608650507i,-0.0129941710984487+0.0104821663817412i,-0.0130236009429801+0.010457437608463i,-0.0130089292761924+0.0104729219090623i,-0.013043100584527+0.0104629332726182i,-0.0130108303861841+0.0104616353543477i,-0.013032819467177+0.0104554759743713i,-0.0130362907089994+0.0104348604179458i,-0.0130601690549787+0.0104484520546474i,-0.0130500652017099+0.0104318192279857i,-0.0130485742277361+0.0104316438938725i,-0.0130482143461742+0.0104310094743145i,-0.0130538958867383+0.010403870834179i,-0.0130478889664056+0.0104178679619244i,-0.0130687797887287+0.0104158382011443i,-0.0130888369653103+0.0103932824616747i,-0.0130924061196359+0.010395080959369i,-0.0130863788180891+0.0104086859236887i,-0.013064833953398+0.0103786278516665i,-0.0130838628658487+0.0103848207715105i,-0.0131099671586865+0.0103699802402386i,-0.0131032269838259+0.0103551866031782i,-0.0131259691272613+0.0103619806321564i,-0.0130926157659085+0.01036781802581i,-0.0131284764305955+0.0103792894446533i,-0.013108266747826+0.010358271087115i,-0.0131084344004337+0.0103530559577501i,-0.0131169364661024+0.01035661217768i,-0.0131217155774985+0.0103476636918399i,-0.0131162061097886+0.0103615726470347i,-0.013124893185119+0.0103542855244706i,-0.0131274429957119+0.0103600913571101i,-0.0131286106860112+0.0103346563139561i,-0.013125608420505+0.0103309760309534i,-0.0131386878289495+0.0103331675596821i,-0.0131273295120933+0.0103240175670585i,-0.0131196138055705+0.0103577670249285i,-0.0131595604607632+0.0103263788698797i,-0.0131110860277203+0.0103423281215361i,-0.013151875740081+0.0103553323690436i,-0.0131203895794866+0.0103220219681755i,-0.0131391441349378+0.010335266849459i,-0.0131429252660031+0.0103169436694855i,-0.0131555865765484+0.0103282415533162i,-0.0131400560205398+0.0103162521814494i,-0.0131576614172493+0.0103365414591527i,-0.0131679597090428+0.0103323788299238i,-0.0131429447111619+0.0103426185117242i,-0.0131416971145132+0.0103039779502678i,-0.0131360682993198+0.0103127982484067i,-0.0131433388220053+0.010313459817437i,-0.0131458522101441+0.0103319269899304i,-0.0131477906310211+0.0103321963345222i,-0.0131412152851927+0.0103258626800914i,-0.0131398613441456+0.0103356680907011i,-0.0131338242116187+0.010332320922113i,-0.013132609860947+0.0103345500114913i,-0.0131541954699527+0.0103274038388345i,-0.0131447255452007+0.0103099445818916i,-0.0131618463352211+0.0103240207810041i,-0.0131423466489018+0.0103325658768033i,-0.0131339375483375+0.0103471116906563i,-0.0131194810373389+0.0103297558100667i,-0.0131389487773338+0.0103382716028401i,-0.0131288083439817+0.0103579118600333i,-0.0131247030858752+0.0103229822874616i,-0.0131259702759965+0.0103549351424079i,-0.0131400892913004+0.0103394254965731i,-0.0131296335548471+0.0103225730622432i,-0.0131369874000196+0.0103334775128571i,-0.0131423250313598+0.0103338733066791i,-0.0131122201497925+0.0103640309981483i,-0.0131243612342937+0.0103683522733049i,-0.0131084943054486+0.0103517015700232i,-0.0131162980301046+0.0103507897102124i,-0.0131121441602896+0.0103611348665391i,-0.0131365072772393+0.0103806933648301i,-0.0131226094500862+0.0103678773790958i,-0.0131061227074784+0.0103936570841325i,-0.0130992428502785+0.0103886504066361i,-0.013101297853263+0.0103665255519363i,-0.0130913254536426+0.0103842743969682i,-0.0130594873463829+0.0104091823617785i,-0.0130734356875162+0.0103945882747051i,-0.0130787137599997+0.0103976457268528i,-0.0130853192013076+0.0104137465198185i,-0.0130503503951438+0.0104182370541917i,-0.0130800493905858+0.0104288869546273i,-0.0130731955340129+0.0103974072478403i,-0.0130710790593198+0.010436815327248i,-0.0130441206528271+0.0104511373488218i,-0.0130557885671316+0.010436325695986i,-0.0130434078208941+0.0104477538160031i,-0.0130537246454197+0.0104465847286817i,-0.0130117648437739+0.0104580029011465i,-0.0130518236932963+0.0104636439643378i,-0.0130190285829149+0.0104708028514457i,-0.0130268887218948+0.010453009202578i,-0.013006458469909+0.0104904081236856i,-0.0130049064551888+0.0104815355293347i,-0.0130098235460353+0.0104893677977969i,-0.0130143852185961+0.0104901952726364i,-0.0129900237393282+0.0104872266371432i,-0.0130040174270229+0.010503182758179i,-0.0129837478175622+0.0105137420981824i,-0.0129787593355806+0.0105122925045092i,-0.0129635720356869+0.0105364406002675i,-0.0129451603670565+0.0105335195280144i,-0.0129449175411562+0.0105492132312622i,-0.0129431308459492+0.0105613719103365i,-0.0129453238927398+0.0105403875474572i,-0.0129332791235536+0.0105517270762352i,-0.012926853338679+0.010572407756341i,-0.0129373928216585+0.0105950420356047i
