0.00735288732567865+0.00318115979510311i,0.00735126618879165+0.00318164500085815i,0.00735514443341794+0.00318063152300245i,0.00733837960226287+0.00318443899976884i,0.00735366119756104+0.00318220079878164i,0.00732635816231241+0.0031925564417417i,0.00737723310705425+0.00319134977538978i,0.00733107437975782+0.00320114398785738i,0.00734451128665815+0.00320438303702079i,0.00734116075452574+0.00320724236200487i,0.00734442154455006+0.00321209583594995i,0.00730834931968231+0.00321292908271828i,0.00734119915933916+0.00320973397727431i,0.00733796308528428+0.00323485818818379i,0.00734029254210002+0.00322833734787014i,0.00732143991939212+0.00322378523911573i,0.0073170631676999+0.00326006987615853i,0.00732558705716324+0.00324585466697209i,0.00733772441290756+0.00324219548782151i,0.00731320107443156+0.00327684574396794i,0.00731698851077707+0.0032615065748269i,0.00732431481337435+0.00325229238636198i,0.00731454720330793+0.0032601019727238i,0.00732459576170445+0.00326478991397048i,0.00728756225853474+0.00327367270718218i,0.00731190043678014+0.00327428675585006i,0.00731699593053491+0.00328903168170524i,0.0073173666048923+0.00326760958358687i,0.00732777732039768+0.0032910142427391i,0.00729836087523987+0.003260711168213i,0.0073076973050388+0.00326680941993185i,0.00730362427461421+0.00327526216330314i,0.00729734080552993+0.00328550773099431i,0.00731738338714831+0.00330862536378052i,0.00729795661323752+0.00330040449039691i,0.00731638595338335+0.00329281051610338i,0.00729926291674972+0.00329760860698507i,0.00731211847622681+0.00330735219993444i,0.0073109809710726+0.00328552448651424i,0.007310888463944+0.00329252652359168i,0.00729646158157797+0.00329011854718206i,0.0072923484830381+0.00330090283976478i,0.00729137346282801+0.00329925650785942i,0.00730463825085576+0.00330473327450713i,0.00729240917325125+0.00331466098256787i,0.00730681021702696+0.00329231315179065i,0.00730840955721999+0.00331945942890935i,0.00728730850476114+0.00330409822483843i,0.00729028957973419+0.00332074614503989i,0.00727074219385107+0.00330747842492826i,0.0072997690130933+0.00331401418339747i,0.00730208352806588+0.00333707242002623i,0.00728715168456384+0.00334566924840803i,0.00727031725063245+0.00333090848849908i,0.00726366477265137+0.00332194835305416i,0.00729103547853481+0.00333061933870615i,0.00729515525256207+0.00331797589298443i,0.00728498089449046+0.00330255236002645i,0.00731363160098721+0.00331837529735082i,0.00728232054417642+0.00331598521021485i,0.00730487310810876+0.00332354671959582i,0.00728075565230295+0.00331524983938691i,0.00730529398819403+0.00332010620980562i,0.00729002245982157+0.00331330209571091i,0.00728742969531697+0.00331245554416582i,0.00727525911191828+0.00331507700280307i,0.00730500524461386+0.00333664331166853i,0.0072883584690931+0.00332339051003107i,0.00728683802492434+0.00330093642179333i,0.0073047050690429+0.00331684639695757i,0.00728427891657455+0.00329715919810787i,0.0072926183575961+0.00330093542379484i,0.00728741978315253+0.0033136907209262i,0.00730893466194455+0.00333170773039896i,0.00730050116901076+0.00330921391530524i,0.00728935493486906+0.00332024164010806i,0.00730220216508072+0.00333989857143923i,0.00728034416121869+0.00331069051158892i,0.00729075989690245+0.00330541139647379i,0.00730571049611772+0.00331942006031631i,0.00727855133956221+0.00334315074517363i,0.00730757554288885+0.00332034197009884i,0.00730092465891673+0.00330781840334429i,0.00729549325560673+0.00329657270084632i,0.00730312775856247+0.00330710222075998i,0.00729462215704106+0.00334228583809208i,0.00730068743798294+0.0032919273365008i,0.00730342218046746+0.0032957845781284i,0.00731033512756268+0.00330153556927337i,0.0072951365480499+0.00329681508092509i,0.00730495064401085+0.00329811862331696i,0.00731837127477811+0.00327837297526634i,0.00731722407481742+0.00329967574836236i,0.00728770873776663+0.0033049641534212i,0.00731291732733346+0.00328732490761401i,0.00730057608769915+0.00327877206183264i,0.00731097475235997+0.00328057767402091i,0.00727736206677505+0.00327866274999274i,0.00730457205943154+0.00327700839483695i,0.00731855035785831+0.00327052408223508i,0.00729691775712151+0.00327748083678944i,0.00731447011544222+0.00327133091927258i,0.0073039028953201+0.00326936069711276i,0.0073016578172811+0.00327403345307464i,0.00732503653825538+0.00326523694870738i,0.0073132877400507+0.00327147501058241i,0.00733329009787263+0.00326085949392229i,0.00732738237267173+0.00325386680117078i,0.00731044088819443+0.00324821339213566i,0.00733766438016636+0.00324519767660946i,0.00733281093361602+0.00324390161517795i,0.0073387312646009+0.00323784112454657i,0.00732477603167552+0.00324118023611281i,0.0073199765077444+0.00324616492073388i,0.00732564585283397+0.00323703050604936i,0.00731060876262741+0.00322514305926352i,0.00733094275949502+0.00324077942150827i,0.00730886332738377+0.00323022029917957i,0.00732086085448386+0.00324361290245093i,0.00735381530851267+0.00320486224834861i,0.00736556113636807+0.00322001030762465i,0.00735137982523465+0.00321270534583772i,0.0073539913913754+0.00319378053811675i,0.00734139709256626+0.00318823765713584i,0.0073571275228923+0.00319280949654153i,0.00734659563486657+0.0031671084901926i,0.00733930125257957+0.00318674631867171i,0.00736601483753337+0.00318443877347937i
-0.00313844354793948+0.00716217749226839i,-0.00311611080567685+0.00714225995241959i,-0.00313238593551329+0.00713303443122122i,-0.00312657859533513+0.00713236191342279i,-0.00311829971738461+0.00713071812602499i,-0.00314270806882018+0.00713437065247439i,-0.0031606874546361+0.00713013763352396i,-0.00316461725105188+0.00714043450263073i,-0.00313545331558919+0.0071381066874654i,-0.0031604790441747+0.00713963299092598i,-0.00315765034506884+0.00713916117539265i,-0.00317922142790852+0.00713470536590019i,-0.00315219042883728+0.0071315606087617i,-0.00317591809040784+0.00712186672097642i,-0.00317309270015083+0.00713286813096995i,-0.00318138964811211+0.0071164300943535i,-0.00317703776488856+0.00712881331492931i,-0.00318773543309083+0.00711329799358808i,-0.00320549407995475+0.00712635635856998i,-0.00319954827614601+0.00711109889232774i,-0.00319453626624317+0.00712693621950589i,-0.0032059145345912+0.00711145283140981i,-0.00321225188744355+0.00711424575414054i,-0.00320800855515033+0.00711337993918815i,-0.00320510822362865+0.00711398092946063i,-0.00320470330170543+0.00710599456776848i,-0.00317431481262037+0.00711094633352242i,-0.00320789024846102+0.00712863763201503i,-0.00322443972324243+0.00711392752250649i,-0.00320809309275335+0.00712224986424847i,-0.00322278936916851+0.00712410162093799i,-0.0032216956481563+0.00710179506694349i,-0.0032223673819941+0.00710541321217268i,-0.00319425681013276+0.00711355333164409i,-0.00320873208633255+0.00709142540425024i,-0.00323173032110599+0.00709810477548154i,-0.00324219709921632+0.00709558678407221i,-0.00323971474908239+0.00708591424613432i,-0.00323175774449336+0.00710094331616513i,-0.0032301796624259+0.00710017588035514i,-0.00324641682281277+0.00708889801548285i,-0.00323657436723257+0.00708656633087343i,-0.00324904406615909+0.00711601161451391i,-0.00324432931435887+0.00708578272552597i,-0.00323940548782561+0.00709163512400699i,-0.00324919830898016+0.00708804808362836i,-0.00325101898515749+0.00709772632561074i,-0.0032496275317948+0.00708534892685116i,-0.0032545161282226+0.00706914460240384i,-0.00327078683806764+0.00708796174960884i,-0.00325329668655661+0.00708808190470302i,-0.00326644794758827+0.00709269959916909i,-0.00324087842883507+0.0070838385099774i,-0.00325598980233741+0.00708772166033426i,-0.00327087167830403+0.00707076861303572i,-0.00326034682514169+0.00709032915140954i,-0.00323994640209366+0.00708564505093299i,-0.00324989692843499+0.00708931453390905i,-0.00323981910853083+0.00708907194977908i,-0.00325393043186219+0.0071006593848727i,-0.00326468552578501+0.0070873328237863i,-0.00325910027468647+0.00708009923152509i,-0.00326786225566705+0.00708303888022986i,-0.00325223803258545+0.00709591385782576i,-0.00326111461046851+0.00709116752968693i,-0.00327177552234505+0.00710080283414511i,-0.00324476950242709+0.00708050175043783i,-0.00326975056418986+0.00711103585898227i,-0.0032698010118355+0.0070822086238914i,-0.00324388781214337+0.0070815652092878i,-0.00327891362505876+0.00709933729819491i,-0.003261811135505+0.00710052282550742i,-0.0032623803347674+0.0070879746945783i,-0.00325279023862941+0.00708337176697712i,-0.00326312251767201+0.00709355285554594i,-0.00326588995127995+0.00710015909131933i,-0.00325646779849575+0.00708833709961997i,-0.00324632906925163+0.00708446497030123i,-0.00326374734014313+0.00708200997182504i,-0.00324367158486898+0.00710501424442385i,-0.0032510559861283+0.00708904548679097i,-0.0032417847501967+0.00709312277439676i,-0.00324550947361164+0.00706314868614218i,-0.00323751455676156+0.00708982680704078i,-0.00323893416614441+0.00709155056931055i,-0.00325535945237813+0.00709207636723523i,-0.00322975985106433+0.0070940175935157i,-0.00323052298371558+0.0070978044697607i,-0.00321401431486371+0.00707345966459323i,-0.00324418188790289+0.00711225925898776i,-0.00321843430743543+0.00710077607938919i,-0.00323718644558221+0.00711793405008284i,-0.00323343647542726+0.00710504748968267i,-0.00322524081077826+0.00709530166964879i,-0.00321795415522365+0.00710460154490037i,-0.00323336094646739+0.00711162725350743i,-0.00321851876828803+0.00710598120908869i,-0.00322498971456953+0.00708652693970519i,-0.00320027227822409+0.00712279507848653i,-0.00322638867217676+0.00709153377690229i,-0.00317543880962139+0.00710454191987701i,-0.00320120626772812+0.00711167475228783i,-0.00320138129553301+0.00711493537502359i,-0.00318795719100724+0.00711324615072116i,-0.0031983576888984+0.00710839602915124i,-0.00320441468008303+0.00711006500067861i,-0.00319319894766803+0.00710454176107851i,-0.00318325050804927+0.00711581170183687i,-0.00318791739317062+0.00709977543027458i,-0.00318857543974249+0.00712251108290676i,-0.00317932742244857+0.0071329654279731i,-0.0031748607212303+0.00712091327291604i,-0.00319332582344487+0.00713114862527776i,-0.00317948526832664+0.00710736400693545i,-0.00316465366116892+0.00711828627481092i,-0.00319030517132802+0.00713486830475822i,-0.00315653817922146+0.00713548153926022i,-0.0031668858952329+0.0071239679836664i,-0.00316679485746516+0.00713144676675036i,-0.00313495968077836+0.00713052473474465i,-0.00314027981837972+0.00713471695107616i,-0.00315476743929194+0.00712676971956667i,-0.00313546894377086+0.00712321060624482i,-0.00313775872836708+0.00713233616824455i,-0.00312255167440759+0.0071611566162905i,-0.00311171333138752+0.00715350242545998i,-0.0031204897721634+0.00712281763835465i,-0.00311860164564613+0.00713683067255227i
-0.00677163957476797-0.00371133658326439i,-0.00675755147278751-0.00371087189211919i,-0.0067795824555882-0.00371046047623682i,-0.00675293364618795-0.00373808182690833i,-0.00674750012472899-0.00371950720205378i,-0.00674287828506288-0.00374676807715444i,-0.0067650760897646-0.00372582884280241i,-0.00674165848563688-0.00375653774034815i,-0.00674376902553908-0.00374864643987075i,-0.00674341833190218-0.00373830429344834i,-0.0067421531304459-0.00373784610996478i,-0.00674439606102998-0.00375530917466972i,-0.00674831187452746-0.00377207181609209i,-0.00673576393609998-0.00376725624865327i,-0.00673434389090143-0.00377467270099536i,-0.00672051607837019-0.00377195211514892i,-0.00673632317497346-0.00378038295853355i,-0.00672288901421078-0.00376335856529604i,-0.00672657607334722-0.00376490977873357i,-0.00674474704027999-0.00379608499854151i,-0.00672710401850518-0.0037754070891834i,-0.0067347559465104-0.0037755464037242i,-0.00674622600071568-0.00379679206145148i,-0.00671320488907878-0.00378679632350875i,-0.00670608952026365-0.00381250623746451i,-0.00673821210921306-0.00379191740251954i,-0.00670662634677397-0.00379609229641919i,-0.00672536234294401-0.00380729621495053i,-0.00671161279802258-0.00380334041275305i,-0.00671501143821371-0.00381941465515911i,-0.00670836502791954-0.00380363828579378i,-0.00671040029977804-0.00380955442198703i,-0.00671424299869356-0.0038031499578327i,-0.00670578075022533-0.00379341883486022i,-0.00672190018069125-0.00382180508421037i,-0.00670737460335632-0.00381796296914087i,-0.00671168770242627-0.00381197532937226i,-0.00670955203511489-0.00382391087075356i,-0.00670069476767393-0.00382096400369049i,-0.006710645251779-0.00382773204963184i,-0.00669648907627083-0.00383895203851463i,-0.00670077368640109-0.00382493928665544i,-0.00669124162347807-0.00382836877611499i,-0.00671416801200266-0.00383078754690759i,-0.00668920536627371-0.00383908694974367i,-0.00669795616100909-0.00383725778812504i,-0.00670386190413858-0.00383358459473328i,-0.00670550302281115-0.00383164199588873i,-0.00669348144574825-0.00383778984078697i,-0.00667178962659266-0.00383540215290805i,-0.00668502721158303-0.00385490191854355i,-0.00669860071575818-0.00383325770854854i,-0.00668574781636138-0.00384630564056165i,-0.00668329582828586-0.00386039220218484i,-0.0066877535563424-0.00384586121256492i,-0.00670499602925188-0.00385696198950194i,-0.00669005408670147-0.00386019991086817i,-0.00669239451329372-0.00384743077575724i,-0.00669507758596919-0.00384813664987612i,-0.00669147347197289-0.00384876644303808i,-0.00670548841958278-0.003840163387058i,-0.00667414059826556-0.00384690431727415i,-0.00666542136965515-0.00384698507178369i,-0.00667539127670218-0.00385874873757377i,-0.00666488799770826-0.00384389351814361i,-0.00669482412714265-0.00384500519201247i,-0.00667123791031081-0.00385609783454335i,-0.00669316992800638-0.00384610030327439i,-0.00669809691868842-0.00384955424315377i,-0.00668103319874908-0.00384778236612076i,-0.00670201805268776-0.00385069520193938i,-0.00667544574993392-0.00383632070205461i,-0.00670638267567025-0.00385339897235487i,-0.00669753493668683-0.00384572875749432i,-0.00668588993369295-0.00384664746489415i,-0.00668045048604105-0.00383256549929351i,-0.00671194982075857-0.00383663204641877i,-0.00669342084940118-0.00385369488607767i,-0.00669902036066768-0.00382757965982087i,-0.00670533169276004-0.00385999369249193i,-0.00668818334146136-0.00382807543321731i,-0.00669889089516686-0.00383302467202868i,-0.00669966790216084-0.00385014042484994i,-0.00668981076375206-0.00383523259674022i,-0.00669836486815267-0.00382030883995536i,-0.00670820747245305-0.00382352607907506i,-0.00671616579257872-0.00386141132745485i,-0.00670726593801478-0.00384960471998091i,-0.0067065709753851-0.00382787091086655i,-0.00669769072108608-0.00381933145355865i,-0.0066934680372368-0.00381975931017996i,-0.0067271588330902-0.00381588833827537i,-0.00670937544211183-0.00382964810551906i,-0.00673158196270771-0.00380544839495337i,-0.00671358509928667-0.00382305368920405i,-0.00671834887295309-0.00382064173294162i,-0.00671983722433886-0.0038141350851502i,-0.00670621293221549-0.0038143481378297i,-0.00669798285621743-0.00380773753327685i,-0.00671170106415987-0.00381105382979105i,-0.00671109976776295-0.00380652897405262i,-0.00672609647112193-0.00380119652622773i,-0.00673543700968601-0.00378769304279933i,-0.00672107378320641-0.0038051838040231i,-0.00671992383598401-0.00381076398895326i,-0.00673152598993626-0.00379769050022306i,-0.00672548788990916-0.00377901423223496i,-0.006722910135937-0.00380774162848424i,-0.00671031978911346-0.00377801702354794i,-0.00673968656307527-0.00377600167117714i,-0.00673075168295085-0.00376409103795778i,-0.0067360913077306-0.00378703426119186i,-0.00669608736301621-0.0037776396547454i,-0.00673093239027877-0.00377015998794808i,-0.0067305932351896-0.00376367555689034i,-0.0067489600116065-0.00376205358226835i,-0.00673563185721975-0.00376781168003945i,-0.0067384012860911-0.00375687140094476i,-0.0067434295665244-0.0037527115995825i,-0.00674491836684684-0.00375697229568856i,-0.00675124929177563-0.00373079207023461i,-0.0067593584268329-0.003742864767989i,-0.00674180140490484-0.00376671247026825i,-0.00673118149013151-0.00375590222026168i,-0.00674136901321271-0.0037256679641377i,-0.00676233197704855-0.00373356349589781i,-0.00676914395141033-0.00373793830076457i,-0.00677179840865734-0.00371267530732381i
0.00473789656116356-0.0056192502182531i,0.00474367816002946-0.00559107048997977i,0.00473543096805529-0.00561179967843509i,0.00473821462174907-0.00560032308700233i,0.00475057939157358-0.0056048071367597i,0.0047575351118039-0.00558921439688299i,0.00475335201266022-0.00560845266810849i,0.00475639868794525-0.00559813624369331i,0.00473920669413411-0.00558735015824766i,0.00476499364550033-0.00557359080453091i,0.00477136512634057-0.00559744853810133i,0.00474936158914153-0.00558430366216492i,0.00475632444285617-0.00558036357794224i,0.00476475224923489-0.00558140488385839i,0.00474994131149027-0.00559107666430462i,0.00477648053174739-0.00558605459643665i,0.0047783116327462-0.00557153146963216i,0.00478327149741726-0.00558582752989365i,0.00478329195403594-0.00559332596320061i,0.00479848920466082-0.00556105072460752i,0.00479679553840028-0.0055636878410417i,0.00479485623299546-0.00558266827356898i,0.00479083510898373-0.0055647806088111i,0.00479699857134219-0.00555130596403382i,0.00480479902851135-0.00555077621644546i,0.00480568125649101-0.00556844202810978i,0.00480055313795456-0.00553021399333339i,0.00478922416337107-0.00554687249043738i,0.00478991342368665-0.00556210138324282i,0.00482107886140477-0.0055638474379477i,0.00479693110051373-0.00555047582756408i,0.00480185600982032-0.00554609532362235i,0.0048096170434229-0.00555922627616713i,0.00481747386034975-0.00553631808289669i,0.00480464391986573-0.00554371415265144i,0.00482961740230519-0.00552458364574934i,0.00482554284574665-0.00553636410327257i,0.00483315104886344-0.00553825364707893i,0.0048262672534113-0.00553952936349515i,0.00482657153617319-0.00554685200652143i,0.00483196504772271-0.00551182106108975i,0.00482183855140259-0.00554750481763246i,0.00482412695178963-0.00550895133394249i,0.00483755334054863-0.00553381265424333i,0.00483149581838866-0.00554113587829159i,0.00483576795237339-0.00551631673347496i,0.00483481772074207-0.00552782095627399i,0.00482612323927581-0.00553068433243376i,0.00484726403695892-0.00550240050494151i,0.00483448355271167-0.00551086953590041i,0.00483030572437875-0.00553189453906334i,0.00484356293353995-0.00555768764664698i,0.00482255949709527-0.00553096795459458i,0.00485382688866128-0.0055121452592013i,0.00485170141078948-0.00552232020326733i,0.0048512142924671-0.00551629879662194i,0.00484367064660497-0.00550221572241069i,0.00485344263360462-0.00550515819569927i,0.00485079267053441-0.00554079412664759i,0.00483031889227207-0.00552019487629107i,0.00482960840129517-0.00549523306462299i,0.00483093142315498-0.00549846757683859i,0.00483690219033073-0.00554780322948773i,0.00484816356688606-0.00553109194436241i,0.00485315423973434-0.0055082577111033i,0.00482509772420146-0.00551660438924619i,0.00485725555414087-0.0055273076479219i,0.00486149352109526-0.0055286284635162i,0.00486366647103072-0.00553073528461714i,0.0048431922796518-0.00553031114632985i,0.00485840138051791-0.00554661012846348i,0.00483844714231265-0.00551308538878984i,0.00485583190002604-0.00552791334279681i,0.00484608117170029-0.00552810847684461i,0.00482274766552192-0.00551225310252092i,0.00485319373094677-0.00556037278466091i,0.00483619410101646-0.00551144510789771i,0.00483246504481804-0.00554733289709787i,0.00483593516979547-0.00551606563477611i,0.00482461976011727-0.00554017770371624i,0.00481918159640598-0.00552997223545841i,0.00483031031781875-0.00552611588038812i,0.00484543822716506-0.00557140874652009i,0.00481881756502196-0.00554009236977816i,0.00483371440063887-0.00553160218370113i,0.00482289498860864-0.00552820445366076i,0.00483277671367213-0.0055456851152861i,0.00482745960448507-0.00552645632826357i,0.00483533116315416-0.0055105260211612i,0.00482357053951497-0.00553154666725687i,0.00480833176198741-0.00552519735122484i,0.00482035955940549-0.00554616889447843i,0.00483292693142865-0.00555263589080155i,0.00481373420559632-0.00554529323511542i,0.0048254697529146-0.00554817275776352i,0.00481705473052738-0.00554703280170583i,0.00484531693954821-0.00553308842731707i,0.00479871822778152-0.00556376469052388i,0.00481819031280768-0.00555725068530561i,0.00480013121739167-0.00554662748704987i,0.00481101496265256-0.00555475942630958i,0.00479916536329946-0.00555012899186647i,0.00478579587619939-0.00553609390797142i,0.00482523831519078-0.0055565946403145i,0.00478679549731321-0.00557364838849352i,0.00478083167402438-0.00556268032047622i,0.00478006834051836-0.0055515087806115i,0.00478830794518645-0.00554785683809884i,0.00478957037925918-0.00557257106700626i,0.00478055786371269-0.00557075039875472i,0.00478208480556441-0.00559074242285756i,0.00476871851714171-0.0055572983719115i,0.00478860124278002-0.00559259529664159i,0.00477156472901455-0.00555792812544765i,0.00477648242213687-0.00557234351258539i,0.00475470340836872-0.0055957251168464i,0.00477251928139679-0.00558313488282727i,0.00476937636289671-0.00559194867780131i,0.0047521171090275-0.00559772863047409i,0.00476278080342834-0.00559101201635613i,0.00475803517476822-0.00558697514587418i,0.00473453991217729-0.00561050259487599i,0.00476063906268874-0.00559616357661399i,0.00473854977329541-0.00558977051459156i,0.00475377442760557-0.00560491837788357i,0.00473679305214093-0.00559518524365903i,0.00472212827099645-0.00559137759807228i,0.00474428988936723-0.00560686561070074i
0.00339302467157244+0.0054489777911692i,0.00338719688454819+0.00545806202266294i,0.00340041558815756+0.0054602555601876i,0.00337891985427484+0.00546622315912624i,0.00338964299249312+0.00547037463566848i,0.00337431322309433+0.00546973725594671i,0.00337367994839336+0.00546027453298558i,0.00336896126391255+0.00546329916976898i,0.00337102353784374+0.0054940072972718i,0.00336883132731012+0.00548453953738148i,0.00335785216295151+0.00547366322072386i,0.00334231435811296+0.00546455428756903i,0.00334643633091421+0.00548391499362591i,0.00336257888841238+0.0055017472646804i,0.00334351669912415+0.0054798462258412i,0.00336285226168314+0.00548924550838216i,0.00333629354974333+0.00547254659744606i,0.00335377331325128+0.00549589675446244i,0.00332234730479783+0.00549360986849561i,0.00335730023952078+0.00549984949676316i,0.00333793156044635+0.00550106336377182i,0.0033370186101033+0.0054876566613877i,0.00331563666386229+0.00550829266825101i,0.00332817523928417+0.0054985396390433i,0.00333203946660044+0.00550507944302413i,0.00333471133715291+0.00551099541797268i,0.00333128072005923+0.00549024234663374i,0.00333947769236743+0.00551046013741776i,0.00332071623975628+0.00551448605629569i,0.00330272793477272+0.00549782093763569i,0.00330116733290357+0.00550534492377412i,0.00330914304195815+0.0055245101731042i,0.00333257633829165+0.00549984711366078i,0.00331537604577415+0.00551126970663383i,0.00329104072033185+0.00550149344454745i,0.00329949036387465+0.00549159860987773i,0.00327839833973633+0.00550312591420516i,0.00331334261497026+0.00551353099773081i,0.00327901379778601+0.00552940446477355i,0.00330069639564908+0.00551262245963912i,0.00330194285468669+0.00551147793493614i,0.00329479622103818+0.00551893896166838i,0.00329131398122182+0.00551372943715226i,0.00329806187371125+0.00553121146224675i,0.0032905548851618+0.00552733147455881i,0.00328912692702905+0.00553637846531574i,0.00328902295404223+0.00551401856433442i,0.00329303089483411+0.00551324736971775i,0.00328089920841199+0.00551818189766606i,0.00329314737776366+0.00551160878175798i,0.00330169514574157+0.00554776896262498i,0.00326252283403957+0.00551862534720414i,0.00331171396150729+0.00553665292823804i,0.00327158335747501+0.00555156926939313i,0.00330367109874184+0.00552000470323354i,0.0032854606494262+0.00553482913937208i,0.0032821661980572+0.00551791921500967i,0.00326993418397606+0.0055304640381362i,0.00328583669117882+0.00551955527420329i,0.00326854593315283+0.00554075881533742i,0.00325850499573613+0.0055373440940789i,0.00328372008612448+0.00554816531916354i,0.00328511053127421+0.00550993992928604i,0.00329082496357888+0.0055190090224968i,0.00328358283437066+0.00551975300687899i,0.00328104061835573+0.00553813621403517i,0.00327901614592117+0.00553815521358528i,0.00328544820870768+0.00553140483763711i,0.00328660162256438+0.0055406271550711i,0.0032923809658423+0.00553653052868357i,0.0032932802427216+0.00553784380488019i,0.00327132224712883+0.0055296154746327i,0.00328036243969257+0.00551090772884664i,0.00326275453387303+0.00552356912292593i,0.00328170967752808+0.00553053311458896i,0.00328951676041796+0.00554333154460916i,0.00330331372556569+0.00552406202142008i,0.00328312885305585+0.00553049793605253i,0.00329249450421197+0.00554789210505826i,0.00329576726149584+0.00551055026115008i,0.00329360977880207+0.00553992469127718i,0.00327854260064188+0.00552167049837095i,0.00328799222017172+0.00550190742807092i,0.00327957421519784+0.0055097351892117i,0.00327311428801024+0.00550688827791568i,0.00330203863846384+0.00553363728782407i,0.00328865868385772+0.00553438394672827i,0.00330322829475797+0.00551399273611815i,0.00329406869062969+0.00550917452386487i,0.00329680800021333+0.00551544753027042i,0.00327097151840314+0.00553076813129535i,0.00328333704705849+0.00551354855291305i,0.00329823242351505+0.00553475902405901i,0.00330346170782588+0.00552501752764127i,0.00329969678119802+0.00549799232744191i,0.00330789975704594+0.00551067536065931i,0.00333790878653265+0.00553035211020802i,0.00332207155440741+0.00551036146893676i,0.00331484461351005+0.00550785709498541i,0.00330623015723634+0.00551823085896558i,0.00333912962764266+0.00551682923255227i,0.00330730079663233+0.00552142191393435i,0.00331196413362975+0.00548372000531212i,0.00331182921546222+0.00551674097774263i,0.00333647516173723+0.00552451106726281i,0.00332243352097961+0.00550298273943692i,0.00333237907002347+0.00550752952577264i,0.00331956536874236+0.00549931453274857i,0.0033589663998684+0.00550352231633509i,0.00331628666731773+0.00550178859842651i,0.00334639855809334+0.00550140840562159i,0.00333579263384436+0.00547591147366008i,0.00335341430151346+0.00550544300651055i,0.00335209469379077+0.00548853901877205i,0.00334424269860935+0.0054881759911518i,0.00333668259133691+0.00548064437219988i,0.00335798185187876+0.00546915295227621i,0.00334086190298729+0.00547642270780501i,0.00335794094534827+0.00547813221285782i,0.00335967428626479+0.00546766942937828i,0.00337154159766888+0.00548264109677962i,0.00338656815237929+0.00547038047674121i,0.00338336045613926+0.00547657163420799i,0.00338163093317004+0.00547906489353811i,0.00337585567925081+0.00544825236290777i,0.00338425195494497+0.00544960110490921i,0.00338696265767089+0.00546012851036313i,0.00337264119645831+0.00547244716090152i
