0.0139967236420708-0.000753855496060202i,0.0140155442934759-0.000656761090635108i,0.0155316353379967+0.000699225876304138i,0.0169852862379011-0.000349866359484454i,0.0147723728806672+0.00129396915937778i,0.0156778882489685+0.00102473373290566i,0.0176361036588337+0.000951554886779717i,0.0159685700094683+0.00282593205185142i,0.0152062640857108-0.000539816376965303i,0.0151000193942447+0.000698711991434032i,0.0163552178057126+0.0027931328605773i,0.0160192867168351+0.00273154989074298i,0.0148494566990311+0.0016725966984508i,0.0161418196572445+0.00299353483472951i,0.0165274055771549+0.00210666309181828i,0.0175152771519694+0.00387508433614805i,0.0174074431585156+0.00403129317892883i,0.0174021948479514+0.00300250258930273i,0.0160355501277161+0.00313587267178902i,0.0163618570223857+0.00431761661526465i,0.0173096389465388+0.00349509154224454i,0.0169340166630576+0.00335522005875253i,0.0173564464307552+0.00471647770392152i,0.0162998002840287+0.00355381026585945i,0.0182024517431299+0.00368670677686269i,0.0152948334695293+0.00454666622626996i,0.0163925791756423+0.00184737577077711i,0.0183525875496867+0.00557395502332238i,0.0171710622327906+0.0051687593302033i,0.0163530457368029+0.00576560813126541i,0.0144963225736877+0.00426864697467926i,0.0158383849777525+0.00514605098892861i,0.0144737285397952+0.00599387361330072i,0.0150242098070618+0.00546569119087502i,0.014566299841454+0.0083305066601499i,0.0147878236402305+0.00633385334078296i,0.0162910220294128+0.00653312231065074i,0.0165385476120353+0.00719026443628827i,0.0146322986928709+0.00717619808590353i,0.0152002463323334+0.00732993771443428i,0.0154414859433512+0.00688248986398185i,0.0148554467798969+0.0079294405112065i,0.0137278209760255+0.00738010046281256i,0.0138615153225234+0.00752996564398513i,0.0142890912754367+0.00616368924472673i,0.0151961887804764+0.00905571582277642i,0.0140817328379221+0.00801419923020956i,0.0122356789743244+0.00739744346983891i,0.0126607393511219+0.00675231915555934i,0.0142935175818452+0.00709878666000802i,0.0154299442348218+0.00783085384593245i,0.0142842681905255+0.00935195681982725i,0.0119960308747005+0.00845865543234941i,0.0112640733532106+0.0091332233209662i,0.0139094069333566+0.00600521789056717i,0.0126444499388984+0.00756864138631491i,0.0137925806648017+0.00971477369363386i,0.0101111672059974+0.00789485909697911i,0.0124977553613578+0.00898648404698481i,0.0141599949751078+0.00905715499806948i,0.0126642372555658+0.00984843677975386i,0.0129894004033916+0.00734866106373616i,0.0141154494657638+0.00737461922854269i,0.0131051135298635+0.00677323449161011i,0.0118064541025626+0.00737321685525559i,0.0116342668276637+0.00748027158627656i,0.0125447731702726+0.00609404739713895i,0.0117129216654948+0.00826464744429911i,0.0120592063557265+0.00767048358425529i,0.0122600041134393+0.00891584623878253i,0.011769833749545+0.00810128757663552i,0.0122158340129438+0.00829077430191111i,0.00975304485266701+0.00734224285550639i,0.011990010266051+0.00775897859983325i,0.00898481361598202+0.00858712391509308i,0.0112440144128582+0.00946186204486501i,0.0105180707724935+0.0102350900983697i,0.00961337176256168+0.00987905324672365i,0.00974516076711838+0.00888085138011053i,0.0119185602418841+0.00888942667032746i,0.0107359105236958+0.0092767789140923i,0.00893252071410671+0.00673608036191047i,0.0117603677119175+0.00947222201716135i,0.00998943032975139+0.00847387538041572i,0.0101488887471115+0.00824166577752382i,0.0096000198842161+0.00924216979026264i,0.0108155016970052+0.00594547505917529i,0.00975684769299925+0.00942559442774582i,0.0091557342188914+0.00860182495024353i,0.0105228669955471+0.00905854973837083i,0.01292552481387+0.0103542646597815i,0.0123770308887513+0.00893975686795385i,0.0101055307129394+0.00745729865046342i,0.0107499894409192+0.00852354483288997i,0.0117824131866292+0.00905800896797289i,0.0117002309720456+0.00940847588125559i,0.0115178111576933+0.00977966678443339i,0.0125866704630928+0.00980682479327844i,0.0126327686592297+0.00850767661833357i,0.0116952196003476+0.00945923946090857i,0.01245645209118+0.0100529141025392i,0.0126130209487981+0.00929895251081711i,0.0151537522023481+0.0103608661803164i,0.0130186297074567+0.00981833808225782i,0.014683905420445+0.0081319009970581i,0.0139291839310349+0.0103810978402462i,0.0124192706670921+0.00949986939516503i,0.0128202626695249+0.00940595126573971i,0.0125743384668696+0.00932617537499016i,0.013315244458577+0.00809118532993159i,0.0137112178107758+0.00955794841952484i,0.0133501803701452+0.00820739488326126i,0.0158186455491631+0.00813097059370463i,0.0124807520155202+0.00772289098442774i,0.0140405030235523+0.00980625729794031i,0.0141627346118121+0.0076836892496351i,0.0130682020512852+0.00793702571752905i,0.0134273192616986+0.00704473554685744i,0.0141064873648055+0.00750825632249539i,0.0133895297835339+0.00623861882905173i,0.0137230595251272+0.00777589401095408i,0.0144280335374076+0.00684056113459982i,0.0144488090188184+0.00653329772759539i,0.0139907126567653+0.00559636303638342i,0.0131299181359891+0.00593822080019698i,0.016264887332007+0.00376358023260465i,0.0142007792307326+0.00279203747189854i,0.0149039438197334+0.00532016926198549i
-0.0018650131617021+0.0139676582480263i,-0.00198443766784602+0.013975810947737i,-0.00351576556849589+0.0152446800169287i,-0.00269841452807897+0.0168033015743335i,-0.00398577192469077+0.0143828577147341i,-0.00384845335965999+0.0153350494398291i,-0.00405999598644906+0.0172611733476232i,-0.0056839823764675+0.0153578236649938i,-0.00227078968101527+0.0150625198946224i,-0.00348050969819544+0.0148161546338942i,-0.00570593998999815+0.0157161926385486i,-0.00560742421738798+0.0153572456032901i,-0.00439021864344937+0.0143778926462991i,-0.00584411352353666+0.0154651580428567i,-0.0050771480258724+0.0159773428667782i,-0.00690809302470988+0.0166663332102151i,-0.0070519076835022+0.016504153448965i,-0.00606235342928378+0.0166650774199842i,-0.00600556105551574+0.0152868653951759i,-0.00719875759798478+0.015436211285249i,-0.00653417247334236+0.0164802636346897i,-0.00633380261402124+0.0161271057618682i,-0.00773123163473083+0.0163638838003269i,-0.00645443631613315+0.0154717201748333i,-0.0068414297320147+0.0173298735329492i,-0.00725780494265358+0.0143092906122445i,-0.00478500291761262+0.0157998636972572i,-0.00868672123929752+0.0171729272018315i,-0.00813753243078416+0.0160783539395871i,-0.00860861762421977+0.0151919250858486i,-0.00687133687606744+0.0135684957951465i,-0.0079227413071807+0.0147521874187202i,-0.00855272283183535+0.0132755421385972i,-0.0081320264128176+0.01389411218202i,-0.0108588722034497+0.0130203033203314i,-0.008915314658949+0.0135386756961831i,-0.00935242610854294+0.0149587981751455i,-0.0100734328959551+0.0151585507609939i,-0.00974779863039765+0.0132216209095066i,-0.00992553624565709+0.0138088372417237i,-0.00959926510310008+0.0141087232901023i,-0.0105060635086674+0.0133207518234297i,-0.00980248242091867+0.0123017969522354i,-0.0100111379523439+0.0124377158230345i,-0.00870074210399763+0.0130411977332397i,-0.0116780597337941+0.013524715634359i,-0.0104572633476334+0.0125670560614871i,-0.00964113071114947+0.0108845353941736i,-0.00906406970494244+0.011360974219564i,-0.00961530604751335+0.0128846051328294i,-0.0104669279901715+0.013929579179831i,-0.0117982131128247+0.0125468069262368i,-0.0106276290275343+0.0104267576973465i,-0.0111705887312707+0.00962201087826389i,-0.00844926344856728+0.0126354012718782i,-0.00984010727920716+0.0111766942479984i,-0.0121046246743689+0.012008197130798i,-0.00978850354876957+0.00865441315317236i,-0.0111974461872118+0.0108512675601556i,-0.0114711654763067+0.0124216833856143i,-0.0120933467839234+0.0108949915481323i,-0.00961131252932172+0.0115321239392436i,-0.00984036596692378+0.0126148965140911i,-0.00907320120875531+0.0117173581384734i,-0.00951248372654985+0.0103870372210731i,-0.00954163302996011+0.0101798618558707i,-0.00834535196735759+0.0112717422513725i,-0.0103231123643098+0.0101627975776071i,-0.00983912063542636+0.0105539901436594i,-0.0110384926287315+0.0105887712319473i,-0.0101965028470863+0.0101788430432117i,-0.0104059653883066+0.0106433809375914i,-0.00916078501557769+0.00835940737327962i,-0.00987559173574518+0.0104580248801398i,-0.0102614228932547+0.00739648138356045i,-0.0114652076369753+0.00950724589817673i,-0.012081971332989+0.00869054500686791i,-0.0115967221302292+0.00783732567604704i,-0.0106456887850985+0.00811792028563583i,-0.0109831291564366+0.0102890695488811i,-0.0112069468829064+0.00904892304063167i,-0.00840482904353967+0.00762346986701701i,-0.0115210292574356+0.010032123136641i,-0.0103060387892239+0.00845364986321041i,-0.0100720612412411+0.00863611926875968i,-0.0109809501220169+0.0079183730672513i,-0.00792902182294457+0.00961921416790514i,-0.0112029551911552+0.008073998305028i,-0.0102694914054924+0.00759244952970824i,-0.0109384188437486+0.00889952586184086i,-0.0125568749831123+0.0110844135397242i,-0.0110701556191813+0.010748170996297i,-0.00928416338952679+0.00874051675349421i,-0.0104827437368278+0.00921808543342229i,-0.0111250620336114+0.0101475666856314i,-0.0114631369856453+0.0100607690161777i,-0.0117617349205618+0.00981699289964246i,-0.0119783625155901+0.0108836824432343i,-0.0106869797146917+0.0110768682536569i,-0.0115032885426403+0.0100387188663871i,-0.0122044963350337+0.0107218160823316i,-0.011475399139957+0.0109755240312358i,-0.0128826754051073+0.0133360644399473i,-0.0120406852174342+0.0113300051096357i,-0.0106492717338685+0.0132388510558438i,-0.0127150573798264+0.0121119145180646i,-0.0116229034655533+0.0108111600181261i,-0.0115862166166104+0.0112449607383912i,-0.0114902080296169+0.0109619752677204i,-0.0103708227782315+0.0118875574542353i,-0.0119196640364533+0.0120519525034323i,-0.0105416977298723+0.0119306797982398i,-0.0107903606160106+0.0144041363464494i,-0.00993854750638779+0.011157508094325i,-0.0121722297861637+0.0124015324589548i,-0.0101592415431325+0.0128435059842823i,-0.0102281872670452+0.0117173389710889i,-0.00940578249717852+0.0122342087237966i,-0.00997316849406137+0.0128248935425317i,-0.00859937442111797+0.0123022420923308i,-0.0101497690013329+0.0124284976643784i,-0.00933872758188243+0.0132600448472022i,-0.00906180771397898+0.013300830885924i,-0.00803743834891842+0.0130024343390083i,-0.00830066445038911+0.0121613981028755i,-0.00660864308558438+0.0155281084661557i,-0.00532888957737681+0.0136640878055787i,-0.00790370817322161+0.0139744712018821i
-0.0126472578840876-0.00435678687360746i,-0.012653936504566-0.00453502117245263i,-0.0136248075112555-0.00618644108453185i,-0.0152992339748046-0.00563397655233737i,-0.0126971118456077-0.00649520637670486i,-0.0136824663983283-0.0064997226693433i,-0.0155282522794724-0.00697364859267913i,-0.0133716008287593-0.00829228975621011i,-0.0136221171993955-0.00484575429808595i,-0.0131896792885199-0.00604319639684831i,-0.0137179712793535-0.00834203025437608i,-0.0133789569907647-0.00816528168307092i,-0.0126547803705849-0.00683459953633223i,-0.0134578747889657-0.00842459236557795i,-0.014087780228887-0.007733994356864i,-0.0144794383729177-0.00963923406310139i,-0.0142999743953993-0.00972088258616568i,-0.0146085505597724-0.00876566382485091i,-0.0132472896977317-0.00849976314845855i,-0.0132113675667562-0.0096785962866513i,-0.014357656478517-0.0091700508447249i,-0.0140330643900733-0.00892290863633173i,-0.0140408000447929-0.0103069006221325i,-0.0133850945191507-0.00890226123116385i,-0.0151424775906695-0.00959201642357953i,-0.0120961398623429-0.00947033297836351i,-0.0139454884108897-0.00729339453822326i,-0.0146839473144048-0.0113379072465755i,-0.0136948750237325-0.0106039040664931i,-0.012761309698142-0.0109372241687776i,-0.0114747927281704-0.00895283771960384i,-0.0124662586291488-0.0101958838267533i,-0.010875482339961-0.0105797588028773i,-0.01154936239411-0.0102002493786967i,-0.0103062610959606-0.0127535347895206i,-0.0110731250085446-0.010942714991178i,-0.0123854993815823-0.0115858744000426i,-0.0124655251517509-0.012288724995904i,-0.0106714137476311-0.0116816898269486i,-0.0112196310169524-0.0119398441534447i,-0.0115696543505688-0.0116763376862869i,-0.0106036358251316-0.0124474314548421i,-0.00973704973549522-0.0115746495875087i,-0.00979678844268455-0.0117951912561802i,-0.0106299228899726-0.0105866413737801i,-0.0106490412383328-0.0135685108379136i,-0.00990708170689648-0.0122129117844905i,-0.00838047415140438-0.0111513971829761i,-0.00892022244057626-0.0106527650759061i,-0.010318130171754-0.0114660175876876i,-0.0111894548998266-0.0124706796509367i,-0.00967277382635056-0.0135310017023773i,-0.0077732133886074-0.0120094016305858i,-0.0068997823169606-0.0124197036115908i,-0.0102535990934271-0.0102553121454644i,-0.00860779754045606-0.0113542096976665i,-0.00905505844633247-0.0136968617234151i,-0.00614174968646918-0.0108807066019579i,-0.00806870262734569-0.0126096606104578i,-0.00956798958803338-0.0131681646534231i,-0.0079743775942015-0.0135211923439732i,-0.00900983339722128-0.0111473097262514i,-0.00999782168594723-0.0115473331772118i,-0.00925798197160498-0.0106658747703811i,-0.00790888291821739-0.0109080372736424i,-0.00763920227228392-0.0108724143348455i,-0.00894084710279516-0.00987748491455525i,-0.00754023578016517-0.0116549450960137i,-0.00799999851713384-0.0112280719649363i,-0.00782488052695859-0.0124313071620367i,-0.00755580925467827-0.0115156606715996i,-0.00793466703079194-0.0117805234278174i,-0.00593272866706136-0.0102203802395059i,-0.00786417621850346-0.0112424641751137i,-0.00482828016175755-0.0111556218609279i,-0.00671131379475443-0.0126382615168532i,-0.00580147065043009-0.0130877089680023i,-0.00504946138030197-0.0124856275802988i,-0.005432890100836-0.0116062397694426i,-0.00751527478893519-0.0123060394626728i,-0.00628588016562311-0.0122982026093416i,-0.00530475750517647-0.0093425352417006i,-0.00718304278204662-0.0127828357428662i,-0.00584252303375256-0.0113295117375885i,-0.00604407898280823-0.0111490067099837i,-0.00520498136512066-0.0119269656121436i,-0.00735821568794584-0.00919210123957851i,-0.00531934955591002-0.0121660390908036i,-0.00498656396069213-0.0111991698151975i,-0.00619390163123592-0.0120642561583999i,-0.00808370776635049-0.0140055885496911i,-0.00796835520667964-0.0124711290348117i,-0.0062861984165692-0.0104161344198039i,-0.00654115880735361-0.0116683621969709i,-0.00741109843519294-0.012465359572558i,-0.00722267612037-0.0127731906442433i,-0.0069462568496396-0.0130330056742304i,-0.00797207871713547-0.0134217449887712i,-0.00834893328240013-0.0122278916640727i,-0.00716282850612602-0.0128240819274209i,-0.00777312810656725-0.0136738113937838i,-0.008141202260427-0.0129828897523875i,-0.0102648922726513-0.0147673819584358i,-0.00841059725493078-0.0136439755959888i,-0.0104924620603184-0.012547517812815i,-0.00907518606921206-0.0144152046579847i,-0.00797296372587753-0.0131591872620824i,-0.00838950811295224-0.0132097841215639i,-0.00815209396044417-0.0130648661882259i,-0.00920572085693142-0.0121130954015346i,-0.00912844248361466-0.0136853717662154i,-0.00925844754987503-0.0122899879209898i,-0.0116378344730749-0.0129745495871974i,-0.00860879556997456-0.0116443418570693i,-0.00946894378590539-0.0140696308096224i,-0.0102168388711314-0.0121471751113227i,-0.0091119414932974-0.0120584147509452i,-0.00975768289890289-0.0113591347326572i,-0.0102204974517049-0.0119700296113545i,-0.00993333205607069-0.0105721816348277i,-0.00981982128393833-0.012110748756488i,-0.0107638968316972-0.011489619749006i,-0.0108533521058434-0.0112042664833993i,-0.0107510184208857-0.0101505799048617i,-0.00988858626700417-0.0103058183288872i,-0.0134515279747148-0.00921691879741376i,-0.0118412931910844-0.00762046047260791i,-0.0117006527227337-0.0102684117311035i
0.00624006816873616-0.0102567281458627i,0.00639239710884159-0.0102472315160052i,0.00817757007381647-0.0109372457033653i,0.00788699657601136-0.012621517265305i,0.00823694304439028-0.00996008637104029i,0.00842734729403918-0.0109274063474844i,0.00917513952079299-0.0126549008889902i,0.010105685547083-0.0102944247116195i,0.0067730551862013-0.0111624715985203i,0.00781201221390098-0.01054540751806i,0.0101401053998057-0.0106953426209412i,0.00989854071340688-0.0103556701031846i,0.0084400743470156-0.00989986105392051i,0.0101324666040739-0.0104222604054741i,0.00958674093409923-0.0111648913776208i,0.011448382323756-0.0112249937032537i,0.0114999972162744-0.011012350183772i,0.0106009191708929-0.0115397483422724i,0.0100598319841626-0.0102439167097918i,0.0112517237992072-0.0100105870810095i,0.0109087071277723-0.0111945525943976i,0.0105957807993526-0.0109562050669467i,0.0119539232717342-0.010733400660887i,0.0104637986905345-0.010355540098196i,0.0114005463072535-0.011966185962843i,0.010743208147033-0.00897865640706807i,0.00892977483610096-0.0112222494198234i,0.012989521321006-0.0112150144113418i,0.0121315761721763-0.010380190832836i,0.0122634353303482-0.00943485510805427i,0.0100913856230593-0.00852551528886813i,0.0114737703239863-0.00929377565459962i,0.0115179563953509-0.00766971499020845i,0.0112651572732838-0.00837560842563799i,0.013546577659449-0.00672323409403839i,0.0118974664434458-0.00779797575793267i,0.0127473318528205-0.0089665392439393i,0.0134597133448207-0.00892115999331291i,0.0125143788490461-0.00729359873342009i,0.0128771634815017-0.00779128377443106i,0.0126819694601373-0.00818276012579925i,0.0132419610749391-0.00711781367575704i,0.0122392255087603-0.00643539816656179i,0.0124732799473599-0.00642951697906434i,0.0114253897950175-0.00748165178887084i,0.0143398987623869-0.00697922166762713i,0.0128301614710416-0.00651405144318741i,0.0115971093837635-0.00520520778009964i,0.01118610417628-0.005798554149564i,0.0121752602245341-0.00704265866608326i,0.0133281822514254-0.00772786643886824i,0.014097813890539-0.00603236209984575i,0.0122670350584037-0.00443951916672935i,0.0125230503063909-0.00351860349073696i,0.0109667726621763-0.00718486064904816i,0.0117418116949302-0.00540794856731833i,0.0141264898560529-0.0054262902897117i,0.0108182026855131-0.00303227995297736i,0.0128641422206988-0.00463316527925382i,0.0136452600732039-0.00600880598279713i,0.0137494948970797-0.0044045623003949i,0.0116054045408803-0.00580667948585847i,0.0121328759617141-0.00668502414796242i,0.0111518346932744-0.00610546807082996i,0.0111627983285321-0.00478367191008418i,0.0110802617218226-0.00452227908329678i,0.010322995974046-0.00599719866397498i,0.0117991692165079-0.00426550714314692i,0.0114959519744219-0.00480451906676297i,0.0125924272466892-0.00441078664029673i,0.011682784087769-0.0043103903279686i,0.0119776555297894-0.00468909686548477i,0.0101247060318764-0.00296037821304765i,0.0114783311453197-0.00466550890364942i,0.010834787719515-0.00170957535450481i,0.012644287786046-0.00331375247776945i,0.0129146355848816-0.00229598858926411i,0.0121886130826756-0.00170862850360804i,0.0113688897945041-0.00222206165144117i,0.0124362175052773-0.00413007642164575i,0.0122171146495962-0.00293289795146985i,0.00914062663606876-0.00248476904456013i,0.0128377254566449-0.00369911123303248i,0.0111961039778273-0.00266111026207806i,0.0110908980678118-0.00287628038877071i,0.0116860173348384-0.00188941470274371i,0.00940683515352181-0.00447623060847187i,0.0119529212144979-0.00199708074914084i,0.0109563660919614-0.00186236201553022i,0.0120349343272171-0.00283196394366384i,0.0142684225021213-0.00432788772216086i,0.0127482735726269-0.00449582175107548i,0.0104777220605606-0.00320469667228613i,0.0117327772578819-0.00326539917600569i,0.0126837077005772-0.0039470336028641i,0.0129398252021071-0.00367187741377454i,0.0131520243504909-0.00336707487702358i,0.0137310073110842-0.00432367037900251i,0.0126415991234018-0.00486983316010202i,0.0129909022914513-0.00358698010147794i,0.0139881350064848-0.00406782304999273i,0.0133518532398304-0.00451588854519773i,0.015498239158117-0.0062994004185154i,0.0140864034424076-0.00466850612979867i,0.0134223611099736-0.00688369931544291i,0.0149961552787579-0.00517026146976596i,0.0135350344133349-0.00430245623637468i,0.0137026907933004-0.00470356489529369i,0.0135161655356875-0.004507884842917i,0.0127923540630295-0.005649510826268i,0.0143560202472126-0.00529177716692923i,0.0130694193931337-0.00567978034507752i,0.0141357451225767-0.00790059967127078i,0.0122895459914616-0.00514758802310411i,0.0148433880421808-0.00557039818037474i,0.0131582301925947-0.00659566606851245i,0.012888202094574-0.00556610896769775i,0.0123376268580807-0.00627897706741063i,0.0130124346771206-0.0066410478810793i,0.0115947219085538-0.0066046958358255i,0.0131143653878531-0.00619509407088597i,0.0126837224184104-0.00722735403927381i,0.0124436629291186-0.00732881735534995i,0.011413914660647-0.00745418346072881i,0.0114502821920315-0.0065786565632685i,0.0110103305221887-0.0102218208018802i,0.00923065965308738-0.00893580709348357i,0.0117465455538587-0.00831869193183182i
0.00728535256998219+0.00709781973371747i,0.00725801899203073+0.00727928190638646i,0.00756922876065811+0.00905009656881746i,0.00931426167242094+0.00909214287378113i,0.0066529094031021+0.00889517959214725i,0.00757377981325513+0.00928672653855419i,0.00914132304822352+0.0102443270848204i,0.00666328473336446+0.0107208067788924i,0.00819630749812793+0.0076076776830478i,0.00737139030236059+0.00851698910527221i,0.00708288419014065+0.0108031687729166i,0.00681206576542379+0.0104754321253395i,0.00671056243971992+0.00891862623483082i,0.00687268151408993+0.0106577162942634i,0.00773095883103743+0.0102650052226376i,0.0074532403115512+0.0120928852592755i,0.0072622448754424+0.0120620195982061i,0.00795515690490213+0.0112747707498182i,0.00680066102736257+0.0104954546381986i,0.00639995414489956+0.0115791141942528i,0.00762177341559952+0.0114725541729085i,0.00743495416495506+0.011132124443624i,0.00698867442999538+0.0123661849836046i,0.00693332859393065+0.0108340361428168i,0.00830378785517349+0.0120375435215391i,0.00556464742658047+0.0108172509067387i,0.00810413208112015+0.00950814330397989i,0.00734565854809171+0.0134062270979041i,0.00668422871279931+0.0123955334144651i,0.00575712499491995+0.0123489854868177i,0.00533425465380956+0.0100419802852054i,0.0057932368691435+0.0115816267791716i,0.00422774195949524+0.0112759706540235i,0.00497357434474468+0.0111633646515008i,0.0029444820134699+0.0130429859482118i,0.00427753583514042+0.0116187121168596i,0.00526496145449403+0.0126761116089648i,0.00509215191301136+0.0133836495850419i,0.00372792476595214+0.0121383162114177i,0.00415948616049397+0.0125379890935316i,0.00461400080742736+0.0124413480456333i,0.00343416476215758+0.0127917590473342i,0.00299157031564452+0.0116590781187213i,0.00292387700809534+0.0118725438284728i,0.0041741468184064+0.011053708672491i,0.00312104879668766+0.0137962111963564i,0.00294881966542626+0.0122003692980892i,0.00197742119879777+0.0107491641873362i,0.00262503780632621+0.010459458989066i,0.00363195394551912+0.0116652311735067i,0.00406148851875147+0.0129049501710449i,0.00227841153327068+0.0133206811474218i,0.00112330713879803+0.0112522129654515i,0.000170391224191334+0.0113037027644704i,0.00404083222179641+0.0105019749834815i,0.00213932506840714+0.0108532482787141i,0.00169043423184382+0.0132130286240775i,4.65835220402741e-05+0.00953827686338178i,0.00118546027479355+0.011830509487557i,0.00236336200951092+0.0128599752522361i,0.000788356055048307+0.0126343121294025i,0.00258587836671756+0.0108168890589569i,0.00333147209502119+0.0114759385346272i,0.00294061231005343+0.0104083491032919i,0.00169853665580037+0.0102184084829422i,0.00142805879554649+0.0100173698645787i,0.00300702507669473+0.00959302386168841i,0.00102581131722119+0.0106905372180317i,0.00162790794740019+0.0105310104652843i,0.000989464944294868+0.0115228137021615i,0.00108693953704997+0.0105570444124856i,0.00139619165837845+0.0108937973505662i,7.33361549495598e-05+0.00882727232044862i,0.00147997308976999+0.0104675625869974i,-0.00129619335896556+0.00926766606113959i,-8.07319768021875e-05+0.011321970268422i,-0.00114049726246237+0.0113587786919697i,-0.00154352060863932+0.0105586207945292i,-0.000920506365765479+0.00986915864721238i,0.000754655777890184+0.0112853125637881i,-0.000383673781601131+0.0108464300210211i,-0.000258690296321879+0.00773708663992084i,0.000240412790874277+0.0116251021341564i,-0.000467656998472111+0.00979827519261284i,-0.000243512423481919+0.00973395357459602i,-0.00132446432690221+0.0101432856854788i,0.00161728541233297+0.0084198348399425i,-0.00130683296144684+0.01041950660142i,-0.00126880011518388+0.00941709900079744i,-0.000511571487940164+0.0106938193901605i,0.000507190233139718+0.013179053668089i,0.00096218280316519+0.0116819083677444i,0.00014784177712902+0.00924266991705809i,-7.91953650546163e-05+0.010503082327347i,0.000426309716067528+0.0115654799391688i,6.80407147785365e-05+0.0117839969764186i,-0.00025709259706942+0.0118951266129723i,0.000541937430885055+0.0126618674734243i,0.00125648021778811+0.011746310582468i,-0.000113078832624395+0.0118076301812036i,0.000170416714690995+0.0129180370079967i,0.000770570214153848+0.0123904781356404i,0.0020748390829156+0.0148673147157292i,0.000728562457396875+0.0131388375762068i,0.00301594131360632+0.0129503061293805i,0.00100415143619095+0.0141530883347669i,0.000454028284531198+0.0125950444946214i,0.000784391268493163+0.0128299003134922i,0.000614305535515593+0.012624193593158i,0.00183110073085487+0.0121650887745717i,0.00117576720772512+0.0136490283767986i,0.00178120993664704+0.012424617462551i,0.00375342735360857+0.0139830351537559i,0.00139478124372931+0.0116432846237582i,0.0013350867023609+0.0142704206751128i,0.00261096094504326+0.0128344225812095i,0.00162029932437486+0.0123707728474599i,0.00241309309784373+0.0120374751385918i,0.00263728582239708+0.012742764572718i,0.00284056740755074+0.0113570786341278i,0.00214635963961721+0.0127876035066165i,0.00318782059793204+0.0125614818999246i,0.00333116487100318+0.0123644990092595i,0.00365682787059006+0.0114313201995284i,0.00276350848556153+0.0113468409513912i,0.00640981397221654+0.011626092106097i,0.00547177243527833+0.00964667635539245i,0.00434279510871441+0.0120170428702161i
