-0.0130509211483589-0.0118705104299288i,-0.012915973105842-0.0119868277994183i,-0.0128207146475918-0.0120994633649773i,-0.0127141653966818-0.0121959688648648i,-0.0125730196567252-0.0123058116017215i,-0.0124697927267541-0.0123794942042289i,-0.0123374456690643-0.0124854255241259i,-0.0123594454252008-0.0125603789609868i,-0.0122925933087194-0.0126570184978998i,-0.0121731747292864-0.0127307587495106i,-0.0119133509909009-0.0128661938822257i,-0.0120261662172064-0.012906499788837i,-0.0120382484261286-0.0129694745598622i,-0.0116952253002326-0.0130872173945297i,-0.0117293908128766-0.0131411445006732i,-0.011546429623019-0.0132233116258711i,-0.0115986048421995-0.0132760616707438i,-0.0116723842100228-0.0133557001634529i,-0.0114603938107571-0.0134233780280559i,-0.0114078250701544-0.0134830350711274i,-0.0113671910171832-0.0135462874915414i,-0.0110642713798536-0.0136222101669015i,-0.0114662262915733-0.0136647664558231i,-0.0111506472881211-0.0137513321643871i,-0.0110812617027249-0.0138036962285132i,-0.0109772965365543-0.0138424587717315i,-0.0109741105861353-0.0138894895524646i,-0.0110062753226749-0.0139493515487335i,-0.0106814244801779-0.014017073118175i,-0.0107704285178614-0.014040257766231i,-0.0107043717758911-0.0141040617473885i,-0.0105376239084814-0.0141358501153436i,-0.0106704195975207-0.014193429299912i,-0.0106109674700301-0.0142179197398143i,-0.0105038601177068-0.014279126514268i,-0.0103594619753397-0.0143174104047919i,-0.0102948959301552-0.0143748267446091i,-0.0102342237883034-0.0144012324590046i,-0.0102744222125118-0.0144412464910218i,-0.0102326699801208-0.0144637453847408i,-0.0100985593510377-0.0144862344296627i,-0.0102622145260515-0.0145209677794768i,-0.00998994500987087-0.0145615476552835i,-0.00993933004552042-0.0146072365613929i,-0.00985853419413367-0.0146142228917756i,-0.00989789394488742-0.0146594312619137i,-0.0100259002473003-0.0146598690037837i,-0.00970211308864156-0.0146939133740072i,-0.00999543640646988-0.0147138376042534i,-0.00988635723122865-0.014730780095797i,-0.00979892345819676-0.0147486401649832i,-0.00985820002432321-0.0147624207857851i,-0.00983063997800006-0.0147847602555923i,-0.00963003960768087-0.0148059088514561i,-0.00957084446479218-0.0148280276719296i,-0.00973627802350497-0.0148197564442184i,-0.00990647346325586-0.0148303601083894i,-0.00962596548356898-0.0148518760509005i,-0.00964145183247791-0.0148497483303859i,-0.00969145480182518-0.0148611020164607i,-0.00967811488707461-0.0148668953221602i,-0.00956789719376512-0.0148766680455005i,-0.00955372011559003-0.0148842736497311i,-0.00955276641321128-0.0149002804088654i,-0.00951914486651685-0.0148927763763441i,-0.00971624580192232-0.0148739313650621i,-0.00943534641843255-0.0149108131191533i,-0.00954315819991673-0.0148967866723575i,-0.0095943513077846-0.0149036058686878i,-0.00945732336337703-0.0149362683240527i,-0.00951823567869495-0.0148828458127192i,-0.00969605546767668-0.0148690368569733i,-0.00961031240403743-0.014857441729373i,-0.00979389261555146-0.0148298571926283i,-0.00981253884086309-0.0148144953980707i,-0.00979228683643141-0.0148242625475973i,-0.00967837059881329-0.0148463911614558i,-0.00987667125587-0.0147736638666458i,-0.00978864872379005-0.0147879696130181i,-0.00978769242918464-0.014790933014915i,-0.00988027597462957-0.0147234687365394i,-0.00992104079774225-0.0147057734059019i,-0.00990981865554785-0.0147285754213895i,-0.00991654160088758-0.0146997418817625i,-0.0098966609196004-0.0146949673822506i,-0.0101066306653363-0.0146090442054566i,-0.0102752992243931-0.0145692015255744i,-0.00997350032939318-0.0145897666416552i,-0.0101903933746295-0.0145316924158727i,-0.0102020717498491-0.0145282612341288i,-0.0103374731342272-0.0144869058327553i,-0.0106484958323529-0.0143515132236714i,-0.0107310898435159-0.0143401491477847i,-0.0107509022930466-0.0142787387985304i,-0.0108300829429139-0.0142561747304243i,-0.0108872896526019-0.0142247251295288i,-0.0109361686178566-0.0141736761105819i,-0.0109959681931181-0.0141024344541531i,-0.0110535603892144-0.0140625792071126i,-0.0110959773075694-0.014034088110157i,-0.0111771875595209-0.0140052317948024i,-0.0112204275121944-0.013918097346163i,-0.0112759111912771-0.0138654212856998i,-0.0113534798981893-0.0138271549827985i,-0.0114198957257031-0.013766642227209i,-0.0114871067885909-0.013717823038229i,-0.0115681255308781-0.0136343256860397i,-0.0116313780016917-0.0135859012165022i,-0.011708125028973-0.0135256396517569i,-0.0117820980601967-0.0134612215385241i,-0.0118557707865065-0.0133984338770184i,-0.0119169618814635-0.0133489804023447i,-0.011999234128893-0.0132648388600749i,-0.012084307438389-0.01317962551404i,-0.0121344170117038-0.0131009974665836i,-0.0122394687866706-0.0130099684776714i,-0.0123056039912975-0.0129324792649211i,-0.012412238478997-0.0128660415228621i,-0.0124688378201489-0.0127710567590906i,-0.0125689586522159-0.012714362903453i,-0.0126382014702136-0.0126248856644735i,-0.0127308454342325-0.0125264871153807i,-0.012803862229862-0.0124458413755751i,-0.0129147017091801-0.0123375793846093i,-0.0129865324409274-0.0122392514031659i,-0.0130950342460167-0.0121629026372147i,-0.0131530981685689-0.012044959362609i,-0.0132466046481377-0.0119493681084324i
0.0147439317850822+5.26960967099931e-05i,0.0147536955159175+0.000202973100611433i,0.0147513754992528+0.000300908323693618i,0.0147283070790094+0.000432649014752202i,0.0147112951653712+0.000587982392698912i,0.0146686784552605+0.000723419316447636i,0.0146657584752346+0.000848956958012868i,0.0147210355171561+0.000846426683410191i,0.014715964111553+0.000967958000273078i,0.01468225571089+0.00107924086806167i,0.0146046355954737+0.00130031520596123i,0.014673128103263+0.00127413277054825i,0.0147332263104079+0.00127419692102711i,0.0145644398365366+0.00155358704414459i,0.0146246219265379+0.00160280476881374i,0.0145621289780479+0.00175069568265328i,0.0146039526657625+0.00175636825714517i,0.0147166652651867+0.00168970844505629i,0.0146395626117504+0.00189052223639536i,0.0146122031102174+0.00197489813792395i,0.0146090178885013+0.00199943767058858i,0.0144691351056657+0.00227238421451387i,0.0147429436596923+0.00198912744202918i,0.0146082594237158+0.00222837315585061i,0.014578414944275+0.00232523423739101i,0.0145404543722479+0.00243031224296022i,0.0145798619467933+0.00246249818394845i,0.0146061378087417+0.00245294575023014i,0.0144475358615539+0.00269290231859834i,0.0145403123581445+0.00264006636672416i,0.0145226689263538+0.00273901675369374i,0.0144244906364729+0.00289368520532425i,0.0145489571216402+0.00276014767857511i,0.0145162996312431+0.00284751127851196i,0.0145200821840364+0.00293336129670167i,0.0144252105675737+0.0030773947714907i,0.014399478202262+0.00311841157957152i,0.0143896714239723+0.00318946801712168i,0.0144086338894201+0.00318096582018905i,0.0144079597219428+0.00321545351254895i,0.0143549664540373+0.00331613616273465i,0.0144787126999709+0.00322581985092553i,0.014333187072899+0.00342061042087091i,0.014317543306811+0.00348965142610743i,0.0142930392181718+0.00356215783136958i,0.0142980007970701+0.00353871569326369i,0.0143913269042939+0.0034307705686513i,0.0142284141472215+0.00369448957286174i,0.014392720523304+0.00347392167998368i,0.0143600301973971+0.00355804332129912i,0.0143029437268426+0.00367596335459005i,0.0143680403047596+0.00358209344076476i,0.0143667798040744+0.00361607114185915i,0.0142360565205245+0.0038092008928359i,0.0142201523997813+0.00383345434735703i,0.0143134110689701+0.00372048649532672i,0.0144139491268718+0.00357418183452814i,0.0142568916411238+0.00382594115510644i,0.0142845623201256+0.00381017264090025i,0.0143002902875331+0.00377764716548913i,0.0142737379067878+0.00378800505299832i,0.0142371243568167+0.00387066743339471i,0.0142286593537423+0.00387057392802157i,0.0142324989526294+0.00387879262594049i,0.014191649505431+0.00390402814299983i,0.0143355885820309+0.00377252847462206i,0.0141620798041252+0.00400089373903663i,0.0142320117403554+0.00387737141741205i,0.0142646751185021+0.00385476180466642i,0.0141527206904779+0.00398397306121211i,0.0142079209028409+0.003898096375027i,0.0142968023464588+0.00377050155554264i,0.0142780484411524+0.00383578750355163i,0.01436505644498+0.00369942307223733i,0.0143641904312603+0.00366984585577052i,0.0143585751816+0.00367686517521058i,0.0142812313710653+0.00377856316450307i,0.0144058375913519+0.00361586061923956i,0.0143381863790622+0.00367543381256225i,0.0143266843642497+0.00370219086445159i,0.0143655353107524+0.00358569314771685i,0.0143764976726155+0.00355325042849249i,0.0143829040740179+0.00354140651803213i,0.0143743045953658+0.00354213550354131i,0.0143593399055315+0.00358576322363473i,0.0144250735693709+0.00338777502324926i,0.0145103032178855+0.00321685701359398i,0.0143701875055487+0.00348401490137255i,0.0144380418784418+0.00330168965966854i,0.0144244075641233+0.00327113377434794i,0.0145012336952479+0.00315549588851004i,0.0146535987998914+0.00284604566491018i,0.0146698820002185+0.00278481439260563i,0.0146730451719115+0.00274697478897428i,0.0146960850324019+0.00268402779525404i,0.0146883839368448+0.00263147737083565i,0.0147029528913907+0.00255527218122891i,0.014716558374125+0.00251751518877444i,0.0147281790920925+0.00247223713736749i,0.0147385224230059+0.00241282766145545i,0.0147295767279007+0.00230927728724068i,0.0147414584784677+0.00227097584143165i,0.0147754896913457+0.00219986148585541i,0.0147756672203221+0.00213395250324125i,0.0148045281522832+0.00207097638781903i,0.0147905041715456+0.00196302218317662i,0.0148158119374321+0.00192079467884357i,0.0148325715667678+0.00182642723084072i,0.0148390390259428+0.00173715337397586i,0.0148316184655675+0.0016662743237692i,0.0148307706274085+0.0015841956866326i,0.0148534183864402+0.0015097019494717i,0.0148496801357125+0.00141385625893681i,0.0148643543598387+0.00132677470799542i,0.0148745824115276+0.00123177127445181i,0.0149121712861535+0.00113644642810506i,0.0148904825614781+0.00104460904904672i,0.0148957024451187+0.000960487818699933i,0.0148966345257758+0.000872690487291139i,0.014905647508209+0.000739420748608268i,0.0149109124817791+0.000677853230294543i,0.0149343424703967+0.000554534182505886i,0.0149277545055331+0.000472464379588797i,0.0149226505680245+0.00035229754949006i,0.0149190118396306+0.000221160236659034i,0.0149295747904957+0.000125513377914757i,0.0149351545658316-2.65862884454833e-06i,0.0149430632936126-0.000111322574933269i
-0.00791944583847189+0.00693465004863401i,-0.00798942780405483+0.00685531897957622i,-0.00803614482507142+0.00679282752650438i,-0.00810457631097783+0.00670555168531045i,-0.00816430562183513+0.006581255310822i,-0.00821659481050678+0.00651861472849308i,-0.00825524564585789+0.00642931733940913i,-0.00829730440205795+0.00650343012638539i,-0.00833165740602294+0.00641996563225817i,-0.00837851711886474+0.00633865626910013i,-0.00844966393806498+0.00612308909947689i,-0.00847741140670551+0.00624300228951578i,-0.00846166465592513+0.00628308951883122i,-0.00855980875171822+0.0059758046292977i,-0.00858912553307765+0.00602566772883915i,-0.00862275069156311+0.00583745443909153i,-0.0086706195225109+0.00594794888226977i,-0.00866286393891469+0.00603137329990436i,-0.00870421373449781+0.00585844779301581i,-0.00874074757290486+0.0058043292463164i,-0.00875687675481622+0.00580465164852942i,-0.00886030423699928+0.00552733352948769i,-0.00877701882625691+0.00593756454519021i,-0.00885921973996915+0.00566872518947912i,-0.00889962272386181+0.00561199728134191i,-0.00891802523599769+0.00550965264395833i,-0.00895513789533218+0.00554460011313414i,-0.00895670161170255+0.00559182096295769i,-0.00902045855135476+0.00529781802012247i,-0.00902656777111212+0.00538068557929487i,-0.00903895043933666+0.0053617316326125i,-0.00906944790067551+0.00522544845819353i,-0.00906247294392213+0.00538192947215451i,-0.00911119009078151+0.00531942715530335i,-0.00912100271135368+0.00525242480101236i,-0.0091641600415272+0.00512299495260532i,-0.00916652420929476+0.00507203744819438i,-0.00918560103691364+0.00500560002499851i,-0.00921228920482479+0.00506787358499364i,-0.00921600563051751+0.00503951007167794i,-0.00926088948989132+0.00495017883457692i,-0.00920772020088587+0.00512614875019171i,-0.00927864634063266+0.00487790031807957i,-0.00930134481615516+0.00481768711717263i,-0.00931115529364896+0.00476936886685156i,-0.00930619653779173+0.00479183633859783i,-0.00929693639028562+0.00492870269876289i,-0.00934654526135129+0.00463721047928595i,-0.00932513506941054+0.00493353083587472i,-0.00935478701410844+0.00482094701423013i,-0.00936526879550582+0.00474166026097955i,-0.00933857586853793+0.00483804557655902i,-0.00937235849857175+0.00482772804129422i,-0.00939007691555039+0.00463518869225534i,-0.00941108449873488+0.00457970874864934i,-0.00938091221982468+0.0047360848759112i,-0.00934342917817487+0.00489558308882112i,-0.00943738457965763+0.00463122939804882i,-0.00940510378619506+0.00465112170693663i,-0.00941184100710032+0.00470353594696091i,-0.0094219006685366+0.00467296008822583i,-0.0094362460377227+0.00460474277190498i,-0.0094339693765179+0.00457558499449621i,-0.00941563206520542+0.00456041175605696i,-0.00943261552410063+0.00454045036940014i,-0.00940588864166098+0.00473167198866457i,-0.00947224559711716+0.00445592817349353i,-0.00945084915801783+0.00458092114533691i,-0.00943345062400491+0.00461788328080512i,-0.00948366598709703+0.00448432428700559i,-0.00947775593407744+0.00454759068038799i,-0.00942746420276717+0.00467912368534818i,-0.00944115330194257+0.00461713785058104i,-0.00939771249048798+0.00476821790574181i,-0.00937153282706676+0.00480764931734463i,-0.00940870872192128+0.00476005528672286i,-0.00943440373549901+0.00463094610942034i,-0.00937750798442052+0.00485121321227905i,-0.00941276633470529+0.00475868076170541i,-0.00940896042918607+0.00474482653724322i,-0.00939540429128964+0.00483421693565382i,-0.00936038593898531+0.0048569720662536i,-0.00936831711246886+0.00483496285549224i,-0.00937768871480625+0.00484470306709048i,-0.00938607181111781+0.00479980460183185i,-0.00930025022426445+0.00499276474602549i,-0.00926633054145795+0.00516649127498714i,-0.00932890741089823+0.00485259844876567i,-0.00930096115807828+0.00501395976170782i,-0.00926961370303632+0.00503413207445784i,-0.00923489991112753+0.00513656466073591i,-0.00912245324806678+0.00546548217524019i,-0.00910681029309252+0.00549385346963495i,-0.00908326840308507+0.00552983015250198i,-0.00905871459169211+0.00554674722359703i,-0.00903103390069967+0.00559478403963855i,-0.00903317750711095+0.00564555398419712i,-0.00900710723716865+0.005669000394335i,-0.00898240366370727+0.00570645121033102i,-0.00897301600347136+0.00574740698919701i,-0.00892860440182566+0.0057708773734477i,-0.00891816332344154+0.00581835035213684i,-0.00889776330405636+0.00586029645045548i,-0.00885231461894723+0.00591630439014017i,-0.00882000351970837+0.00596524540364195i,-0.00879659710757797+0.00599104540569511i,-0.00878293357151715+0.00604785171883402i,-0.00874438057146407+0.00608216780822962i,-0.00871401204532258+0.00613285734126964i,-0.00868432378455782+0.00618098370847623i,-0.00866958128675605+0.00623133538481711i,-0.00862648043323873+0.00628075096392005i,-0.00857539676344465+0.00632991879465845i,-0.00853476795217729+0.00635748943943857i,-0.00851106362325935+0.00642437875046192i,-0.0084565469419983+0.00649608108386942i,-0.00841519094955061+0.00654779816234571i,-0.00840744150201349+0.00662128368833355i,-0.00832273394436747+0.00663600194424976i,-0.00828648303956496+0.00669680754468625i,-0.00824631173243281+0.0067755951412764i,-0.00820500878219874+0.00682171267228724i,-0.00814903553581157+0.00689066640252271i,-0.00811178844478312+0.00694233691803276i,-0.0080288545753597+0.0070085957721792i,-0.00800544881511325+0.00705077142075592i,-0.00794097326513499+0.00712080670891423i,-0.007895933547259+0.00720572050969439i
0.000789816246029991-0.00565386816587186i,0.000836069453453059-0.00564098768509937i,0.00091500417935868-0.00563348446972348i,0.000957012630668966-0.00557157559548267i,0.00106981969576596-0.00555172323597042i,0.00109704082013645-0.00553431809744878i,0.00115768373569494-0.00552875057685406i,0.00110867307108383-0.00553882329554212i,0.00115470149381214-0.00554777692398634i,0.00121828314573778-0.00553202094380202i,0.00138396846338962-0.00542804547096647i,0.00127439252191081-0.00551494668373004i,0.00120466524896992-0.00557379154145465i,0.00146820705977038-0.00537531654305368i,0.00141278890436557-0.00545336400305839i,0.00155186470214176-0.0053916025632496i,0.00144831992509155-0.00545540570220225i,0.00134529981094856-0.00554041547866454i,0.00150767312669102-0.00543691162010405i,0.00154612720504498-0.00544306660804204i,0.00155261104172235-0.0054598135728094i,0.00178995912706926-0.00530002790070199i,0.0014154183585548-0.00555804494303578i,0.0016332368510282-0.00540966270829983i,0.00165691516825539-0.00540026871533331i,0.00169043004168531-0.00535805435381388i,0.00169514340410506-0.00537442594699631i,0.00163865272832908-0.0054387566649147i,0.00185408209896047-0.00530347445087016i,0.00179598489621281-0.00538238297180738i,0.001798820440438-0.00536207028110034i,0.001910053280829-0.00527135106995654i,0.00178338049557934-0.00539531856679179i,0.00180680396576253-0.00534518519339893i,0.00186251234503723-0.00532508735238121i,0.00195504268669343-0.00529045239288504i,0.00198488732555638-0.00525434638356796i,0.00204359997432743-0.00524626872341911i,0.00199743050177637-0.00526119729912767i,0.00200919884396899-0.00528822930765861i,0.00206923391614899-0.00522152105327666i,0.00193253689087754-0.00534278044041827i,0.00213186449681624-0.00521115099738796i,0.00215322399828685-0.00516723332849087i,0.00221581401368794-0.0051513851932402i,0.00216705285566288-0.00516500535063986i,0.00204462927139706-0.00526408029484796i,0.00229969363389536-0.00510935515272427i,0.00205651134096342-0.00527976013960821i,0.00211200135134263-0.00523189692057881i,0.00218044187077295-0.00517400305261162i,0.00210351619737689-0.0052406639023329i,0.00208777702746293-0.0052500697402517i,0.0023002841262176-0.005119048725048i,0.00231516404299912-0.00512124340823491i,0.00217170261568063-0.00520998017050226i,0.00202144064787323-0.00531591498487817i,0.00227068182906341-0.00515548964011812i,0.00223464136425024-0.00515413790595159i,0.00221344429369508-0.00521991140810582i,0.00219579591100926-0.00517409996855744i,0.00225547145882037-0.00512731205652715i,0.00230266605412846-0.00512912483505798i,0.0023098817918618-0.00511652471254978i,0.00232397307183606-0.00513493199245006i,0.00216128067631357-0.00522146666927071i,0.00243454450868636-0.0050811560363444i,0.00230636031348199-0.0051472778377577i,0.00229142993617098-0.00516719835429225i,0.00241281244857702-0.00509522719823867i,0.00234881887132727-0.00512961242540308i,0.00222060763473324-0.00521702729626708i,0.00230271864812134-0.00516842184702494i,0.00214393567940066-0.00524487824418212i,0.00211573463988095-0.00525537042920233i,0.00217219405724137-0.00524098030083339i,0.00227238522906646-0.00517195069747309i,0.00210949639616228-0.00526981681997224i,0.00220815892135878-0.00522368212681131i,0.00220115321593434-0.00521626543667313i,0.0021276480705489-0.00525701209398475i,0.002123616657606-0.00525545580050551i,0.00215479807828394-0.00525939678662083i,0.00215584650626511-0.00523500945271394i,0.00222839590571834-0.00521163804169189i,0.0020441591287622-0.00530478642938074i,0.00191647651307206-0.00537128304807555i,0.00220387272501921-0.00521736652841381i,0.00204709392858297-0.00530906009381947i,0.00204548391012576-0.00531041759659891i,0.00195471537247768-0.00535409958005306i,0.00166166402691228-0.0054617580820986i,0.00163972975923755-0.00549685588403386i,0.00162697028119568-0.00550069569944522i,0.00159440832695641-0.00550494125592632i,0.00158217834804254-0.00552611258819562i,0.00153699101972593-0.00553624223935338i,0.00152130798100598-0.00552953374411423i,0.00149655796443885-0.00553308711176889i,0.00150342679363607-0.0055348146181468i,0.00145612056368221-0.00556132335469534i,0.00142886036158676-0.00557317437471703i,0.00142048845501673-0.00556468800707742i,0.00139776837686596-0.00559259799146593i,0.00137091625246675-0.00560395470414771i,0.0013422424144454-0.00558868369550094i,0.00132145647638607-0.00559600547193047i,0.0012803405429159-0.00560528417877001i,0.00125976417290105-0.00563819975072394i,0.00122216433460005-0.00563781559343258i,0.00118340094050307-0.00565417202303691i,0.00115606987099357-0.005656773777352i,0.00113398413812135-0.00565721180283558i,0.00111485331301047-0.00567699502343823i,0.00105285162580504-0.00569230832564116i,0.00103218119569676-0.00567871995509359i,0.000984558815769877-0.00568156638486201i,0.000957586659881149-0.0056948114664087i,0.000898441232822506-0.00571291302363038i,0.000894378236389047-0.00572919577886572i,0.000852231416501487-0.00571912636650161i,0.000806907185452762-0.00575017731870211i,0.000769965409064322-0.00575585806258889i,0.000711708958284278-0.005763234959498i,0.000670229881252038-0.00576185252003934i,0.00063139503319212-0.00576642191272777i,0.000562769064695842-0.00578777019395868i,0.000554155581915219-0.00579857394568452i
0.00067273134596332+0.000781073205064992i,0.000655451746777453+0.000801773647254814i,0.000628569379801136+0.000819453583097575i,0.000617528194422022+0.000807634917414702i,0.000553015139190875+0.000834955224336404i,0.000511433253569853+0.000856077785423342i,0.000471689596655199+0.000880060557034334i,0.000604145744850473+0.000824081566155503i,0.000566622731736102+0.000833269000103276i,0.000543585474223608+0.000836235373553947i,0.000402640440131071+0.000891114643440481i,0.000540803401751123+0.000839629605563277i,0.000644343627581601+0.000836348180722106i,0.000384259626795791+0.000901225216777775i,0.00047598890005477+0.000856452909791299i,0.000344159039014076+0.000910839454415191i,0.000501766616235269+0.000885680012798669i,0.000648349736774129+0.000829623070578246i,0.000500298121642194+0.000880152809522715i,0.000501744598334267+0.0008629625489543i,0.00054941723807587+0.000828402600905837i,0.000297692637352545+0.000908255382929741i,0.000765985952878517+0.000792953547000985i,0.000534990008672775+0.000838017718330028i,0.000510267976734338+0.000880526408159093i,0.000442253642770722+0.000868410851311993i,0.000495509812651977+0.000860550471180207i,0.000612301536851502+0.000821455784997834i,0.000368493641040764+0.00088914551362923i,0.0004875034124997+0.000869017910344712i,0.000463099094383852+0.000858851261697249i,0.000366298600194077+0.000887002974425307i,0.000548662052995323+0.000850102206541774i,0.000524282962559337+0.000845495133573227i,0.000487527134071775+0.000868828352971207i,0.000392655362840637+0.000874685311305464i,0.000384100616764674+0.000880251414543528i,0.000346437715080826+0.000894102319488596i,0.000409464082411373+0.000868564466870172i,0.000423801099351844+0.000871063510572216i,0.000344590579527009+0.00089407818345736i,0.000544900252432783+0.000845046436460635i,0.000316835772054632+0.000891345298786524i,0.000293689372706121+0.000910441406933088i,0.000233368402469473+0.000928478621578794i,0.000287278823888966+0.000911456246433944i,0.000459631390626931+0.000872112026159978i,0.000158481873843793+0.00095555304830021i,0.000506566639481443+0.000882010383767948i,0.000420463473102113+0.000887577488882866i,0.000327840849878828+0.000882978750295857i,0.000443644936013557+0.00087852549861061i,0.000443888893039727+0.000873902978208021i,0.000259561927651127+0.000932393016768157i,0.000221560455484578+0.000918453783953108i,0.000405597097161172+0.000899784433865441i,0.00056657381341201+0.000883986003988502i,0.000295079971273537+0.000905053104661744i,0.000333150199906097+0.000905805371513178i,0.000385000286703423+0.000898523630167791i,0.000347869721346577+0.000889027321243963i,0.000283313297245164+0.000918839740525883i,0.000283864452844828+0.000930843255259989i,0.000272824878937018+0.00093741524800449i,0.000240711616194325+0.00094801767019253i,0.000443094146709198+0.000893859742911642i,0.00015778477146002+0.000969830178916125i,0.000251087397827093+0.000929248365843769i,0.000320294845261654+0.000922641150842091i,0.000146910262492125+0.000959854562957416i,0.000203236996930803+0.000954489264421121i,0.000342008263329379+0.000905820411077157i,0.000269085250779703+0.000955557351744178i,0.000444898199173835+0.000893205487819037i,0.000460011914694356+0.000902243168659314i,0.000418832340791597+0.000924599315550187i,0.000279413499785645+0.000946503526749579i,0.000450686247900849+0.000915487104624167i,0.000349967831018948+0.000945534535170044i,0.000308593453410628+0.000966759143253656i,0.000379991088187193+0.000944214930414962i,0.000405298826770911+0.000912652994719721i,0.000377960483034505+0.000955929688315525i,0.000333883083244072+0.000951791074519022i,0.00026485680110453+0.000957239320401241i,0.000454265111142607+0.000922625345567971i,0.000603669874999366+0.00088636018296048i,0.000276900977943373+0.000980303643032i,0.000428125345564139+0.000942165938703594i,0.000419688863988669+0.000935443699435181i,0.000499577721928962+0.000917482463774131i,0.000769976157137299+0.000813209104877266i,0.000792003762980159+0.000805759982104792i,0.0007746571669912+0.000820932749964164i,0.000790046416767933+0.000796440916848646i,0.00080956783070496+0.000802038821609227i,0.000803451529209945+0.000799488628388169i,0.000781786201597228+0.000825028355241952i,0.000798326552043694+0.000787893218099944i,0.000820236793197862+0.000784497471259207i,0.000825347346509148+0.000799672944690752i,0.000816443487340728+0.000788625915782471i,0.000816446904020323+0.000785324915807137i,0.000839014996634052+0.000800022309108867i,0.000825694299516107+0.000781923556999414i,0.000835661165157867+0.000775116483703123i,0.000875541083852091+0.000791304817869408i,0.000844507450830017+0.000782876189664564i,0.00083873239235413+0.000763046544978575i,0.000838686739730611+0.000757560938287662i,0.000869431245718149+0.000769156748863821i,0.000896256993057649+0.00076755543739989i,0.000875627685182086+0.000779189376885666i,0.000899485518243682+0.000751440349839117i,0.000902547874484168+0.000764692006336346i,0.000895491887479822+0.00076088202170406i,0.000902467106907781+0.000762771369516838i,0.000898715489135297+0.000764272378039807i,0.000901447919413686+0.000759399033473183i,0.00091407897132626+0.000735669681379422i,0.000918216368105877+0.00075173519032213i,0.000928037854823347+0.000737935345272739i,0.00093831989721514+0.000737527723383327i,0.000935699759351293+0.000709738704682212i,0.000954249094724522+0.000725049924892529i,0.000963259272306825+0.000725706175284132i,0.000977430859760152+0.000735738224438859i,0.000986402275694137+0.000703848985939807i
